Monat_Jahr;Abfallfraktion;Unterkategorie;Entsorgungsart;Abfuhrgebiet;Annahmestelle;Deponie Anlieferung;Gewicht in kg;Gewicht in t
2017-08;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;18.0;0.018
2017-10;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;37.0;0.037
2019-02;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-12;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2017-10;Karton;;Strassensammlung;G;;;3370.0;3.37
2017-12;Papier;;Strassensammlung;K;;;14770.0;14.77
2018-01;Papier;;Strassensammlung;D;;;5650.0;5.65
2018-01;Papier;;Strassensammlung;K;;;5360.0;5.36
2018-02;Papier;;Strassensammlung;K;;;6170.0;6.17
2018-03;Papier;;Strassensammlung;A;;;13530.0;13.53
2018-04;Papier;;Strassensammlung;G;;;11270.0;11.27
2018-04;Papier;;Strassensammlung;C;;;13370.0;13.37
2018-04;Papier;;Strassensammlung;F;;;22100.0;22.1
2018-05;Papier;;Strassensammlung;I;;;6690.0;6.69
2018-05;Papier;;Strassensammlung;C;;;10960.0;10.96
2018-07;Papier;;Strassensammlung;I;;;4250.0;4.25
2018-08;Karton;;Strassensammlung;F;;;7400.0;7.4
2018-08;Karton;;Strassensammlung;K;;;3410.0;3.41
2018-08;Papier;;Strassensammlung;G;;;7780.0;7.78
2018-08;Papier;;Strassensammlung;D;;;15290.0;15.29
2018-09;Karton;;Strassensammlung;I;;;5100.0;5.1
2018-09;Karton;;Strassensammlung;H;;;3260.0;3.26
2018-09;Karton;;Strassensammlung;K;;;3150.0;3.15
2018-10;Papier;;Strassensammlung;I;;;12800.0;12.8
2018-10;Papier;;Strassensammlung;H;;;12620.0;12.62
2018-10;Papier;;Strassensammlung;C;;;6640.0;6.64
2018-11;Karton;;Strassensammlung;H;;;2770.0;2.77
2018-11;Papier;;Strassensammlung;A;;;6780.0;6.78
2018-12;Papier;;Strassensammlung;B;;;9780.0;9.78
2018-12;Karton;;Strassensammlung;K;;;3480.0;3.48
2018-12;Papier;;Strassensammlung;L;;;13570.0;13.57
2018-12;Papier;;Strassensammlung;I;;;7880.0;7.88
2019-01;Papier;;Strassensammlung;D;;;10120.0;10.12
2019-01;Papier;;Strassensammlung;B;;;11870.0;11.87
2019-01;Karton;;Strassensammlung;A;;;3590.0;3.59
2019-01;Karton;;Strassensammlung;D;;;4200.0;4.2
2019-02;Papier;;Strassensammlung;C;;;11150.0;11.15
2019-02;Papier;;Strassensammlung;F;;;19490.0;19.49
2019-02;Papier;;Strassensammlung;H;;;11440.0;11.44
2019-03;Karton;;Strassensammlung;G;;;4100.0;4.1
2019-03;Papier;;Strassensammlung;F;;;22760.0;22.76
2019-04;Papier;;Strassensammlung;H;;;6040.0;6.04
2019-04;Karton;;Strassensammlung;K;;;3930.0;3.93
2019-04;Papier;;Strassensammlung;E;;;26490.0;26.49
2019-05;Papier;;Strassensammlung;D;;;13540.0;13.54
2019-05;Papier;;Strassensammlung;L;;;16300.0;16.3
2019-06;Papier;;Strassensammlung;I;;;5580.0;5.58
2020-07;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;53.0;0.053
2020-08;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;33.0;0.033
2020-11;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-02;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2015-05;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-11;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
2015-12;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2016-02;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-09;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-10;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
2018-03;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2018-05;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-09;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-11;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2019-03;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2019-06;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-04;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-07;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2021-01;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;6.0;0.006
2021-02;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-06;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2021-07;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2021-09;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-08;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-02;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-10;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2017-03;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2018-10;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-11;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2019-03;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-01;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-11;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-03;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;23.0;0.023
2021-06;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-10;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-01;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2016-03;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;6.0;0.006
2016-11;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2017-04;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2017-08;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;65.0;0.065
2019-01;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2019-07;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-03;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2020-04;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-07;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2021-06;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;6.0;0.006
2021-12;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2015-02;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2015-05;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2016-12;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;17.0;0.017
2018-08;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;42.0;0.042
2018-09;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2018-11;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;17.0;0.017
2019-05;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2021-10;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;21.0;0.021
2015-01;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2015-02;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;34.0;0.034
2015-03;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;53.0;0.053
2015-04;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;63.0;0.063
2015-07;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;47.0;0.047
2016-05;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2017-03;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2017-04;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;28.0;0.028
2017-10;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-03;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2018-04;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
2019-03;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-06;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-10;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;36.0;0.036
2020-06;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;46.0;0.046
2020-10;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2021-03;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;19.0;0.019
2021-04;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;33.0;0.033
2021-07;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2021-09;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2021-10;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;21.0;0.021
2015-02;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;87.0;0.087
2015-03;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
2015-08;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
2016-02;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-06;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
2016-09;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;23.0;0.023
2016-10;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;33.0;0.033
2016-11;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;46.0;0.046
2017-05;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;43.0;0.043
2017-08;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;18.0;0.018
2018-03;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2018-08;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2018-09;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;26.0;0.026
2018-10;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;49.0;0.049
2018-12;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;109.0;0.109
2019-01;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;23.0;0.023
2019-03;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;36.0;0.036
2019-06;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;18.0;0.018
2019-07;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-09;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2019-10;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;39.0;0.039
2019-11;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;41.0;0.041
2020-03;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;17.0;0.017
2020-10;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
2021-06;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2021-08;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;66.0;0.066
2021-10;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-01;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2015-05;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;18.0;0.018
2015-11;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-10;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-11;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2017-02;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;35.0;0.035
2017-03;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2017-08;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;22.0;0.022
2017-12;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-07;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2018-12;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
2019-04;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2020-03;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-04;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-07;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-12;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2021-07;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-04;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2015-05;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;6.0;0.006
2016-04;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2016-09;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;6.0;0.006
2016-10;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2017-01;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2017-02;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2017-04;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2017-06;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2017-07;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2017-08;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
2018-01;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2018-03;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2018-05;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2019-04;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2019-11;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2019-12;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2020-02;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2020-03;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2020-08;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2020-09;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;24.0;0.024
2021-08;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-10;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-11;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-06;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-09;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2015-11;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2016-04;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2016-09;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2016-12;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2017-01;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2017-02;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2017-05;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2017-06;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2017-11;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2018-03;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2018-07;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-12;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2020-06;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-07;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-11;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2015-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2015-05;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
2015-06;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-09;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;23.0;0.023
2016-04;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2017-04;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;6.0;0.006
2017-09;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2017-10;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2018-04;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;34.0;0.034
2019-02;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;42.0;0.042
2019-07;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2020-08;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;70.0;0.07
2021-03;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;24.0;0.024
2021-07;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
2021-08;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2021-09;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2021-11;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2021-12;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;17.0;0.017
2015-03;Altöl;;Annahmestelle;;Sammelstellen;;918.0;0.918
2015-08;Altöl;;Annahmestelle;;Sammelstellen;;875.0;0.875
2015-09;Altöl;;Annahmestelle;;Sammelstellen;;546.0;0.546
2017-03;Altöl;;Annahmestelle;;Sammelstellen;;1268.0;1.268
2017-05;Altöl;;Annahmestelle;;Sammelstellen;;913.0;0.913
2017-11;Altöl;;Annahmestelle;;Sammelstellen;;1082.0;1.082
2017-12;Altöl;;Annahmestelle;;Sammelstellen;;1035.0;1.035
2018-06;Altöl;;Annahmestelle;;Sammelstellen;;772.0;0.772
2018-08;Altöl;;Annahmestelle;;Sammelstellen;;836.0;0.836
2018-12;Altöl;;Annahmestelle;;Sammelstellen;;974.0;0.974
2019-05;Altöl;;Annahmestelle;;Sammelstellen;;1215.0;1.215
2019-07;Altöl;;Annahmestelle;;Sammelstellen;;715.0;0.715
2020-04;Altöl;;Annahmestelle;;Sammelstellen;;1206.0;1.206
2020-11;Altöl;;Annahmestelle;;Sammelstellen;;1200.0;1.2
2022-01;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2022-01;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2022-02;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2022-02;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2022-01;Glas;Weissglas;Annahmestelle;;Sammelstellen;;91640.0;91.64
2022-02;Glas;Weissglas;Annahmestelle;;Sammelstellen;;70100.0;70.1
2022-01;Dosen;;Annahmestelle;;Sammelstellen;;13880.0;13.88
2022-01;Karton;;Strassensammlung;;;;4520.0;4.52
2022-01;Papier;;Strassensammlung;;;;2200.0;2.2
2022-01;Papier;;Strassensammlung;;;;11690.0;11.69
2022-01;Papier;;Strassensammlung;;;;8240.0;8.24
2022-01;Karton;;Strassensammlung;;;;2980.0;2.98
2022-01;Karton;;Strassensammlung;;;;4550.0;4.55
2022-01;Papier;;Strassensammlung;;;;7330.0;7.33
2022-01;Karton;;Strassensammlung;;;;4630.0;4.63
2022-01;Papier;;Strassensammlung;;;;4640.0;4.64
2022-01;Karton;;Annahmestelle;;RE Ost;;3190.0;3.19
2022-01;Karton;;Annahmestelle;;RE West;;1470.0;1.47
2022-01;Karton;;Annahmestelle;;RE West;;930.0;0.93
2022-01;Karton;;Annahmestelle;;RE West;;1460.0;1.46
2022-01;Papier;;Annahmestelle;;RE West;;3310.0;3.31
2022-01;Papier;;Annahmestelle;;RE West;;3420.0;3.42
2022-01;Karton;;Annahmestelle;;RE West;;1120.0;1.12
2022-01;Karton;;Annahmestelle;;RE West;;1250.0;1.25
2022-01;Karton;;Annahmestelle;;RE West;;1210.0;1.21
2022-01;Papier;;Annahmestelle;;RE West;;4180.0;4.18
2022-01;Papier;;Annahmestelle;;RE West;;3120.0;3.12
2022-02;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;190.0;0.19
2022-02;Karton;;Strassensammlung;;;;3600.0;3.6
2022-02;Papier;;Strassensammlung;;;;2390.0;2.39
2022-02;Karton;;Strassensammlung;;;;4580.0;4.58
2022-02;Karton;;Strassensammlung;;;;4150.0;4.15
2022-02;Karton;;Strassensammlung;;;;2730.0;2.73
2022-02;Karton;;Strassensammlung;;;;3350.0;3.35
2022-02;Karton;;Annahmestelle;;RE Ost;;3630.0;3.63
2022-02;Papier;;Annahmestelle;;RE Ost;;9390.0;9.39
2022-02;Karton;;Annahmestelle;;RE Ost;;3660.0;3.66
2022-02;Papier;;Annahmestelle;;RE West;;3430.0;3.43
2022-02;Papier;;Annahmestelle;;RE West;;3210.0;3.21
2022-02;Papier;;Annahmestelle;;RE West;;2590.0;2.59
2022-03;Glas;Weissglas;Annahmestelle;;Sammelstellen;;71930.0;71.93
2022-03;Glas;Braunglas;Annahmestelle;;Sammelstellen;;40570.0;40.57
2022-03;Dosen;;Annahmestelle;;Sammelstellen;;19230.0;19.23
2022-03;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2022-03;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2022-03;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2022-03;Papier;;Strassensammlung;;;;6560.0;6.56
2022-03;Karton;;Strassensammlung;;;;2970.0;2.97
2022-03;Papier;;Strassensammlung;;;;11760.0;11.76
2022-03;Papier;;Strassensammlung;;;;9710.0;9.71
2022-03;Papier;;Strassensammlung;;;;7850.0;7.85
2022-03;Papier;;Strassensammlung;;;;8370.0;8.37
2022-03;Karton;;Strassensammlung;;;;5500.0;5.5
2022-03;Papier;;Strassensammlung;;;;5120.0;5.12
2022-03;Karton;;Annahmestelle;;RE Ost;;2910.0;2.91
2022-03;Karton;;Annahmestelle;;RE Ost;;4190.0;4.19
2022-03;Karton;;Annahmestelle;;RE West;;1290.0;1.29
2022-03;Papier;;Annahmestelle;;RE West;;4540.0;4.54
2022-03;Karton;;Annahmestelle;;RE West;;1550.0;1.55
2022-03;Papier;;Annahmestelle;;RE West;;3040.0;3.04
2022-03;Karton;;Annahmestelle;;RE West;;1310.0;1.31
2022-03;Karton;;Annahmestelle;;RE West;;1250.0;1.25
2022-04;Glas;Braunglas;Annahmestelle;;Sammelstellen;;33810.0;33.81
2022-04;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;138.0;0.138
2022-04;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;240.0;0.24
2022-04;Karton;;Strassensammlung;;;;4370.0;4.37
2022-04;Karton;;Strassensammlung;;;;3670.0;3.67
2022-04;Karton;;Strassensammlung;;;;3550.0;3.55
2022-04;Karton;;Strassensammlung;;;;2050.0;2.05
2022-04;Karton;;Strassensammlung;;;;3560.0;3.56
2022-04;Karton;;Annahmestelle;;RE Ost;;3070.0;3.07
2022-04;Papier;;Annahmestelle;;RE Ost;;10880.0;10.88
2022-04;Karton;;Annahmestelle;;RE Ost;;2050.0;2.05
2022-04;Papier;;Annahmestelle;;RE West;;4770.0;4.77
2022-04;Papier;;Annahmestelle;;RE West;;3690.0;3.69
2022-04;Karton;;Annahmestelle;;RE West;;1780.0;1.78
2022-04;Karton;;Annahmestelle;;RE West;;1680.0;1.68
2022-04;Karton;;Annahmestelle;;RE West;;1490.0;1.49
