Datum;Monat;Jahr;Meldung von;Sammlung;Abfallart;illegal / zu früh (falsche);Menge;Einheit;Strasse;Abfuhrgebiet;Ergebnis der Meldung;"Anzahl
Ergebnise";Bemerkung;Ort
2021-05-03;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;0.0;Liter;Rorschacher Strasse;K;privat_retour;1.0;7 Säcke;St. Gallen
2021-05-03;Mai.21;2021;Kontrollfahrt;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Bernhardswiesstrasse;E;unbe_kannt;1.0;ein Tisch;St. Gallen
2021-05-04;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Schibistrasse;B;unbe_kannt;1.0;ein Salontisch;St. Gallen
2021-05-04;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Ullmannstrasse;A;unbe_kannt;1.0;ein Sack;St. Gallen
2021-05-04;Mai.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Gottfried-Keller-Strasse;F;unbe_kannt;1.0;Karton;St. Gallen
2021-05-04;Mai.21;2021;Kontrollfahrt;Wilde Deponie;Kehrichtsack ohne Gebühr;illegal;550.0;Liter;St.Georgen-Strasse;F;unbe_kannt;1.0;vor dem weniger Weiher auf Parkplatz, Erde;St. Gallen
2021-05-06;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Melonenstrasse;F;privat_retour;1.0;;St. Gallen
2021-05-06;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Langweidstrasse;E;unbe_kannt;1.0;ein Sack zu schwer;St. Gallen
2021-05-06;Mai.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Iddastrasse;D;privat_retour;1.0;Karton;St. Gallen
2021-05-06;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;50.0;kg;Obere Felsenstrasse;F;unbe_kannt;1.0;ein Holzbrett etc.;St. Gallen
2021-05-07;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Kolosseumstrasse;G;unbe_kannt;1.0;;St. Gallen
2021-05-07;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Kolosseumstrasse;G;unbe_kannt;1.0;ein Sack;St. Gallen
2021-05-07;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Favrestrasse;H;unbe_kannt;1.0;Stühle;St. Gallen
2021-05-07;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Langgasse;G;info;1.0;diverse Möbel, Verursacherin verwarnt;St. Gallen
2021-05-11;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;120.0;Liter;Rosenheimstrasse;G;unbe_kannt;1.0;zwei Säcke;St. Gallen
2021-05-11;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Rickenstrasse;E;unbe_kannt;1.0;Tetra, Plastik und Styropor;St. Gallen
2021-05-11;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Hechtackerstrasse;E;unbe_kannt;1.0;Plöastik und Styropor;St. Gallen
2021-05-11;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Langweidstrasse;E;privat_retour;1.0;Styropor;St. Gallen
2021-05-11;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Ruhbergstrasse;E;unbe_kannt;1.0;Plöastik und Styropor;St. Gallen
2021-05-11;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Hochwachtstrasse;E;privat_retour;1.0;Styropor;St. Gallen
2021-05-11;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Hafnerwaldstrasse;E;privat_retour;1.0;Tetra;St. Gallen
2021-05-11;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;St.Jakob-Strasse;G;anzeige;1.0;Plastik und Styropor;St. Gallen
2021-05-11;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Kolumbanstrasse;G;anzeige;1.0;Tetra und Plastik;St. Gallen
2021-05-11;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Domänenstrasse;G;anzeige;1.0;Tetra;St. Gallen
2021-05-11;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Langgasse;G;unbe_kannt;1.0;Plastik;St. Gallen
2021-05-12;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Iddastrasse;D;anzeige;1.0;ein Sack;St. Gallen
2021-05-14;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Rosenbergstrasse;C;privat_retour;1.0;Styropor;St. Gallen
2021-05-14;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Dufourstrasse 39-161;C;unbe_kannt;1.0;Pet;St. Gallen
2021-05-14;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Oberstrasse;E;unbe_kannt;1.0;diverse Kastenteile;St. Gallen
2021-05-14;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Teufener Strasse 89-182;E;unbe_kannt;1.0;ein Sack;St. Gallen
2021-05-14;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Landhausstrasse;E;privat_retour;1.0;;St. Gallen
2021-05-14;Mai.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Zweibruggenmühlestrasse;A;unbe_kannt;1.0;bei UFB Tetra;St. Gallen
2021-05-17;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Kolumbanstrasse;G;anzeige;1.0;zwei Säcke;St. Gallen
2021-05-17;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;150.0;kg;Oberstrasse;E;unbe_kannt;1.0;im Unterstand;St. Gallen
2021-05-18;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Erlachstrasse;A;unbe_kannt;1.0;ein Sack;St. Gallen
2021-05-18;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Leuenbergerstrasse;B;unbe_kannt;1.0;Polstergruppe;St. Gallen
2021-05-18;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Huebstrasse;F;unbe_kannt;1.0;Ordner;St. Gallen
2021-05-18;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Felsenstrasse;F;unbe_kannt;1.0;Styropor;St. Gallen
2021-05-18;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Talstrasse;H;privat_retour;1.0;Plastik, Styropor, Tetra und Abfall;St. Gallen
2021-05-18;Mai.21;2021;TBA Strassenwärter;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;220.0;Liter;Dufourstrasse 39-161;C;anzeige;1.0;zwei Säcke;St. Gallen
2021-05-20;Mai.21;2021;Kontrollfahrt;Kehrichtsammlung;zu frühe Bereitstellung;falsche;35.0;Liter;Hinterberg;E;info;1.0;ein Sack;St. Gallen
2021-05-21;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Volksbadstrasse;G;unbe_kannt;1.0;;St. Gallen
2021-05-21;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;110.0;Liter;Buchentalstrasse;H;anzeige;1.0;ein Sack;St. Gallen
2021-05-21;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Sonneggstrasse;H;info;1.0;ein Sack;St. Gallen
2021-05-25;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Vonwilstrasse;B;unbe_kannt;1.0;Papier;St. Gallen
2021-05-25;Mai.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Gerbestrasse;B;unbe_kannt;1.0;Styropor;St. Gallen
2021-05-26;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;0.0;Liter;Paradiesstrasse;B;privat_retour;1.0;ein Sach zu schwer;St. Gallen
2021-05-26;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Lindenstrasse 57-175;H;unbe_kannt;1.0;ein Sack;St. Gallen
2021-05-26;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;110.0;Liter;Steigerstrasse;I;unbe_kannt;1.0;ein Sack;St. Gallen
2021-05-26;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Kräzernstrasse;A;privat_retour;1.0;;St. Gallen
2021-05-26;Mai.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Rosenbergstrasse;C;unbe_kannt;1.0;diverse Kastenteile;St. Gallen
2021-05-26;Mai.21;2021;Kontrollfahrt;Kehrichtsammlung;zu frühe Bereitstellung;falsche;35.0;Liter;Böcklinstrasse;D;info;1.0;ein Sack;St. Gallen
2021-05-27;Mai.21;2021;Stadtmelder;Wilde Deponie;Sperrgut;illegal;150.0;kg;Schlösslistrasse;H;anzeige;1.0;eine Polstergruppe;St. Gallen
2021-05-27;Mai.21;2021;Kontrollfahrt;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Singenbergstrasse;I;unbe_kannt;1.0;ein Sack;St. Gallen
2021-05-27;Mai.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Lämmlisbrunnenstrasse;I;unbe_kannt;1.0;Papier und Karton vermischt;St. Gallen
2021-05-27;Mai.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Hinterberg;E;unbe_kannt;1.0;Ordner;St. Gallen
2021-05-27;Mai.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Ramsenstrasse;E;privat_retour;1.0;Karton;St. Gallen
2021-05-27;Mai.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Langweidstrasse;E;unbe_kannt;1.0;Papier und Karton vermischt;St. Gallen
2021-05-28;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Langgasse;G;unbe_kannt;1.0;Möbel;St. Gallen
2021-05-28;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;60.0;kg;Langgasse;G;unbe_kannt;1.0;ein Sack;St. Gallen
2021-05-28;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;110.0;Liter;Heimatstrasse;G;unbe_kannt;1.0;ein Sack;St. Gallen
2021-05-28;Mai.21;2021;Kontrollfahrt;Kehrichtsammlung;zu frühe Bereitstellung;falsche;35.0;Liter;Kolumbanstrasse;G;info;1.0;ein Sack;St. Gallen
2021-05-31;Mai.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Goldbrunnenstrasse;I;unbe_kannt;1.0;Privat entsorgt;St. Gallen
2021-06-03;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Fellenbergstrasse;E;unbe_kannt;1.0;;St. Gallen
2021-06-03;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;zu frühe Bereitstellung;falsche;0.1;m3;Goethestrasse;D;privat_retour;1.0;Karton;St. Gallen
2021-06-03;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;zu frühe Bereitstellung;falsche;0.1;m3;Peter-und-Paul-Strasse;D;privat_retour;1.0;Karton;St. Gallen
2021-06-03;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;zu frühe Bereitstellung;falsche;0.1;m3;Böcklinstrasse;D;privat_retour;1.0;Karton;St. Gallen
2021-06-03;Jun.21;2021;Kontrollfahrt;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Konkordiastrasse;I;unbe_kannt;1.0;dreier UFB, eine Matratze etc;St. Gallen
2021-06-04;Jun.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Notkerstrasse;G;unbe_kannt;1.0;ein Sack;St. Gallen
2021-06-04;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;zu frühe Bereitstellung;falsche;0.1;m3;Fürstenlandstrasse;B;unbe_kannt;1.0;beim Ottos Karton;St. Gallen
2021-06-04;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;zu frühe Bereitstellung;falsche;0.1;m3;Ulmenstrasse;B;unbe_kannt;1.0;bei UFB Migros Lachen, Karton;St. Gallen
2021-06-07;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Davidstrasse;L;privat_retour;1.0;ein Sack;St. Gallen
2021-06-07;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;200.0;kg;Rorschacher Strasse;I;unbe_kannt;1.0;;St. Gallen
2021-06-07;Jun.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;60.0;Liter;Flurhofstrasse;I;unbe_kannt;1.0;ein Sack;St. Gallen
2021-06-08;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Waldaustrasse;B;unbe_kannt;1.0;diveren Sperrgut;St. Gallen
2021-06-08;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Metallstrasse;B;unbe_kannt;1.0;eine Glasplatte;St. Gallen
2021-06-08;Jun.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Linsebühlstrasse;I;unbe_kannt;1.0;diveren Sperrgut;St. Gallen
2021-06-08;Jun.21;2021;Kehricht-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Langgasse;G;unbe_kannt;1.0;Papier;St. Gallen
2021-06-08;Jun.21;2021;Kehricht-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Ruhbergstrasse;E;unbe_kannt;1.0;Papier;St. Gallen
2021-06-08;Jun.21;2021;Kehricht-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Geltenwilenstrasse;E;unbe_kannt;1.0;Papier;St. Gallen
2021-06-08;Jun.21;2021;Kehricht-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Unterstrasse;E;info;1.0;Styropor und Tetra, Verwaltung;St. Gallen
2021-06-08;Jun.21;2021;Kehricht-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Hochwachtstrasse;E;unbe_kannt;1.0;Styropor;St. Gallen
2021-06-10;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Rosenbergweg;C;privat_retour;1.0;Styropor;St. Gallen
2021-06-10;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Rosenbergstrasse;C;privat_retour;1.0;Styropor;St. Gallen
2021-06-10;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;zu frühe Bereitstellung;falsche;0.1;m3;Stauffacherstrasse;C;unbe_kannt;1.0;Papier;St. Gallen
2021-06-10;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;zu frühe Bereitstellung;falsche;0.1;m3;Gatterstrasse;C;unbe_kannt;1.0;Papier;St. Gallen
2021-06-10;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Schorenstrasse;C;unbe_kannt;1.0;Ordner;St. Gallen
2021-06-10;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Im Hölzli;C;unbe_kannt;1.0;diverse Abfälle;St. Gallen
2021-06-10;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Flurhofstrasse;I;unbe_kannt;1.0;Styropor;St. Gallen
2021-06-10;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Kleinbergstrasse;I;unbe_kannt;1.0;Tetra;St. Gallen
2021-06-10;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Birnbäumenstrasse;I;unbe_kannt;1.0;Styropor;St. Gallen
2021-06-11;Jun.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Lindenstrasse 57-175;H;unbe_kannt;1.0;;St. Gallen
2021-06-14;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;zu frühe Bereitstellung;falsche;0.1;m3;Stationsstrasse;A;unbe_kannt;1.0;Papier;St. Gallen
2021-06-14;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Koblerstrasse;A;unbe_kannt;1.0;Plastik, beim Wendeplatz;St. Gallen
2021-06-14;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Rorschacher Strasse;I;unbe_kannt;1.0;ein weisser Sofateil;St. Gallen
2021-06-15;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Leuenbergerstrasse;B;unbe_kannt;1.0;;St. Gallen
2021-06-15;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Helvetiastrasse;H;unbe_kannt;1.0;Styropor und Abfall;St. Gallen
2021-06-15;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Zilstrasse;H;unbe_kannt;1.0;Tetra, Flyer verteilt;St. Gallen
2021-06-15;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Zilweg;H;privat_retour;1.0;bei UFB Tetra;St. Gallen
2021-06-15;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Speicherstrasse;F;unbe_kannt;1.0;Holz;St. Gallen
2021-06-16;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Tambourenstrasse;C;unbe_kannt;1.0;;St. Gallen
2021-06-17;Jun.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Obere Felsenstrasse;F;unbe_kannt;1.0;ein Sack;St. Gallen
2021-06-17;Jun.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;0.0;kg;Ruhsitzstrasse;E;privat_retour;1.0;;St. Gallen
2021-06-17;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Hinterberg;E;privat_retour;1.0;zwei Waschkörbe;St. Gallen
2021-06-17;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Tablatstrasse;K;unbe_kannt;1.0;Plastik, Styropor und Holz;St. Gallen
2021-06-17;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Iddastrasse;D;privat_retour;1.0;Tetra;St. Gallen
2021-06-18;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;0.0;Liter;Lindenstrasse 57-175;H;privat_retour;1.0;ein Gebührensack zu schwer;St. Gallen
2021-06-21;Jun.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Lustgartenstrasse;B;unbe_kannt;1.0;Styropor;St. Gallen
2021-06-21;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Flurhofstrasse;I;privat_retour;1.0;;St. Gallen
2021-06-22;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Hinterberg;E;privat_retour;1.0;Karton;St. Gallen
2021-06-22;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Oberstrasse;E;unbe_kannt;1.0;Karton;St. Gallen
2021-06-22;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Paradiesstrasse;B;unbe_kannt;1.0;Tisch und Stühle;St. Gallen
2021-06-22;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Mittelholzerstrasse;A;unbe_kannt;1.0;zu schwerer Sack;St. Gallen
2021-06-22;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Rosenheimstrasse;G;privat_retour;1.0;Papier in Trataschen;St. Gallen
2021-06-24;Jun.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;0.0;kg;Hechtackerstrasse;E;privat_retour;1.0;;St. Gallen
2021-06-24;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Linsebühlstrasse;I;unbe_kannt;1.0;Karton;St. Gallen
2021-06-28;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Straubenzellstrasse;A;privat_retour;1.0;Karton;St. Gallen
2021-06-28;Jun.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Kräzernstrasse;A;privat_retour;1.0;Karton;St. Gallen
2021-06-29;Jun.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Geigerstrasse;A;unbe_kannt;1.0;Sperrgut;St. Gallen
2021-07-01;Jul.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;80.0;kg;Ahornstrasse;E;privat_retour;1.0;1 Sofa mit Marke;St. Gallen
2021-07-01;Jul.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;60.0;kg;Bernhardswiesstrasse;E;unbe_kannt;1.0;Sperrgut;St. Gallen
2021-07-01;Jul.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;80.0;kg;Teufener Strasse 89-182;E;privat_retour;1.0;Sperrgut mit Marke;St. Gallen
2021-07-02;Jul.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;60.0;kg;Kesselhaldenhof;H;privat_retour;1.0;Sperrgut mit Marke;St. Gallen
2021-07-02;Jul.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;50.0;kg;Oststrasse;H;privat_retour;1.0;Sperrgut mit Marke;St. Gallen
2021-07-02;Jul.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Langgasse;G;privat_retour;1.0;Sperrgut;St. Gallen
2021-07-06;Jul.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Walenbüchelstrasse;E;unbe_kannt;1.0;Styropor;St. Gallen
2021-07-06;Jul.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Unterstrasse;E;privat_retour;1.0;Styropor;St. Gallen
2021-07-06;Jul.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Gerhardtstrasse;E;privat_retour;1.0;Styropor;St. Gallen
2021-07-07;Jul.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;60.0;kg;Dianastrasse;D;privat_retour;1.0;Sperrgut mit Marke;St. Gallen
2021-07-07;Jul.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Paradiesstrasse;B;privat_retour;1.0;Sperrgut;St. Gallen
2021-07-07;Jul.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;60.0;Liter;Zschokkestrasse;B;unbe_kannt;1.0;1 Sack;St. Gallen
2021-07-07;Jul.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;40.0;kg;Lukasstrasse;G;privat_retour;1.0;Sperrgut mit Marke;St. Gallen
2021-07-07;Jul.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;0.0;Liter;Fuchsenweg;K;privat_retour;1.0;1 Sack;St. Gallen
2021-07-07;Jul.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Notkerstrasse;G;unbe_kannt;1.0;2 Säcke;St. Gallen
2021-07-07;Jul.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Sonnrainweg;G;privat_retour;1.0;Styropor;St. Gallen
2021-07-07;Jul.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Volksbadstrasse;G;privat_retour;1.0;Tetra;St. Gallen
2021-07-07;Jul.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Brühlbleichestrasse;G;unbe_kannt;1.0;Tetra;St. Gallen
