Datum;Monat;Jahr;Meldung von;Sammlung;Abfallart;illegal / zu früh (falsche);Menge;Einheit;Strasse;Abfuhrgebiet;Ergebnis der Meldung;"Anzahl
Ergebnise";Bemerkung;Ort
2021-01-04;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Fuchsenstrasse;K;unbe_kannt;1.0;eine Matratze;St. Gallen
2021-01-04;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Langgasse;G;unbe_kannt;1.0;zwei Säcke;St. Gallen
2021-01-04;Jan.21;2021;Kontrollfahrt;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;60.0;Liter;Burgstrasse;B;anzeige;1.0;ein Sack;St. Gallen
2021-01-04;Jan.21;2021;Kontrollfahrt;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Langgasse;G;unbe_kannt;1.0;Möbel;St. Gallen
2021-01-05;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Gsellstrasse;A;privat_retour;1.0;Kreuzbühlstrasse, ein Bürostuhl;St. Gallen
2021-01-07;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;105.0;Liter;Linsebühlstrasse;I;unbe_kannt;1.0;drei Säcke;St. Gallen
2021-01-07;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Felsenstrasse;F;privat_retour;1.0;nach Heim Sperrgut;St. Gallen
2021-01-08;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Talstrasse;H;info;1.0;zuwenig Sperrgutmarken;St. Gallen
2021-01-08;Jan.21;2021;Kontrollfahrt;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;60.0;Liter;Rorschacher Strasse;I;unbe_kannt;1.0;ein Sack;St. Gallen
2021-01-12;Jan.21;2021;Kontrollfahrt;Kehrichtsammlung;Sperrgut;illegal;150.0;kg;Oberstrasse;E;unbe_kannt;1.0;Ecke Ruhsitzstrasse;St. Gallen
2021-01-12;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;105.0;Liter;Kräzernstrasse;A;anzeige;1.0;drei Säcke;St. Gallen
2021-01-12;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Burgstrasse;B;anzeige;1.0;;St. Gallen
2021-01-13;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Grünaustrasse;K;unbe_kannt;1.0;;St. Gallen
2021-01-13;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Reherstrasse;K;unbe_kannt;1.0;ein Lattenrost;St. Gallen
2021-01-14;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Rickenstrasse;E;unbe_kannt;1.0;ein Teppich;St. Gallen
2021-01-19;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;0.0;Liter;Fürstenlandstrasse;B;privat_retour;1.0;zwei Säcke;St. Gallen
2021-01-25;Jan.21;2021;Dispo;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;100.0;Liter;Ulmenstrasse;B;unbe_kannt;1.0;5 Tragtaschen;St. Gallen
2021-01-26;Jan.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Kräzernstrasse;A;unbe_kannt;1.0;;St. Gallen
2021-01-29;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Brauerstrasse;H;unbe_kannt;1.0;ein Sack;St. Gallen
2021-01-29;Jan.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Brauerstrasse;H;unbe_kannt;1.0;ein Tisch;St. Gallen
2021-01-29;Jan.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;60.0;Liter;Dianastrasse;D;unbe_kannt;1.0;ein Sack;St. Gallen
2021-01-29;Jan.21;2021;Kontrollfahrt;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;100.0;Liter;Langgasse;G;unbe_kannt;1.0;fünf Tragtaschen;St. Gallen
2021-01-29;Jan.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Lustgartenstrasse;B;privat_retour;1.0;Sagex, Plastik, Elektro;St. Gallen
2021-02-02;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Burgstrasse;B;privat_retour;1.0;;St. Gallen
2021-02-02;Feb.21;2021;Dispo;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Fähnernstrasse;E;unbe_kannt;1.0;Karton;St. Gallen
2021-02-02;Feb.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Splügenstrasse;G;privat_retour;1.0;Karton;St. Gallen
2021-02-03;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Rosenbergstrasse;C;unbe_kannt;1.0;ein Sack;St. Gallen
2021-02-03;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Rosenbergweg;C;unbe_kannt;1.0;Sperrgut mit zuwenig Marken;St. Gallen
2021-02-03;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;50.0;kg;Sonnenhaldenstrasse;D;unbe_kannt;1.0;;St. Gallen
2021-02-03;Feb.21;2021;Stapo;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Dufourstrasse 39-161;C;privat_retour;1.0;;St. Gallen
2021-02-04;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Lehnstrasse;E;unbe_kannt;1.0;ein Sack;St. Gallen
2021-02-05;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;80.0;Liter;Langgasse;G;unbe_kannt;1.0;diverse Plastiksäcke + Tragtaschen;St. Gallen
2021-02-08;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Tempelackerstrasse;I;unbe_kannt;1.0;;St. Gallen
2021-02-08;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Rorschacher Strasse;K;privat_retour;1.0;;St. Gallen
2021-02-08;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;zu frühe Bereitstellung;falsche;105.0;Liter;Buchentalstrasse;H;info;1.0;;St. Gallen
2021-02-08;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Konkordiastrasse;I;unbe_kannt;1.0;4 Stühle;St. Gallen
2021-02-09;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Leuenbergerstrasse;B;unbe_kannt;1.0;;St. Gallen
2021-02-09;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;0.0;Liter;Waldaustrasse;B;privat_retour;1.0;ein Sack;St. Gallen
2021-02-09;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;105.0;Liter;Kräzernstrasse;A;unbe_kannt;1.0;drei Säcke;St. Gallen
2021-02-09;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Paradiesstrasse;B;anzeige;1.0;ein Sack;St. Gallen
2021-02-09;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Fürstenlandstrasse;B;unbe_kannt;1.0;;St. Gallen
2021-02-10;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Iddastrasse;D;unbe_kannt;1.0;ein Sack;St. Gallen
2021-02-11;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Fellenbergstrasse;E;unbe_kannt;1.0;ein Sack;St. Gallen
2021-02-11;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;220.0;Liter;Haldenstrasse;F;anzeige;1.0;zwei Säcke;St. Gallen
2021-02-15;Feb.21;2021;Kehricht-Sammeldienst;Sammelstelle;Sperrgut;illegal;100.0;kg;Bedastrasse;I;unbe_kannt;1.0;Kastenteile;St. Gallen
2021-02-15;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Martinsbruggstrasse;K;unbe_kannt;1.0;;St. Gallen
2021-02-15;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Martinsbruggstrasse;K;unbe_kannt;1.0;ein Sack;St. Gallen
2021-02-16;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;105.0;Liter;Ullmannstrasse;A;anzeige;1.0;drei Säcke;St. Gallen
2021-02-16;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;110.0;Liter;Lustgartenstrasse;B;unbe_kannt;1.0;ein Sack;St. Gallen
2021-02-16;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Kräzernstrasse;A;anzeige;1.0;ein Sofa;St. Gallen
2021-02-17;Feb.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Solitüdenstrasse;E;unbe_kannt;1.0;Plastik;St. Gallen
2021-02-17;Feb.21;2021;TBA Strassenwärter;Kehrichtsammlung;Sperrgut;illegal;150.0;kg;Flurhofstrasse;K;unbe_kannt;1.0;Ecke Hagenbuchsrtrasse;St. Gallen
2021-02-17;Feb.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;zu frühe Bereitstellung;falsche;0.1;m3;Iddastrasse;D;unbe_kannt;1.0;;St. Gallen
2021-02-18;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Obere Wildeggstrasse;F;unbe_kannt;1.0;ein Sack;St. Gallen
2021-02-18;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;St.Georgen-Strasse;F;privat_retour;1.0;;St. Gallen
2021-02-18;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Lehnstrasse;E;privat_retour;1.0;Stockenweg, ein Stuhl;St. Gallen
2021-02-18;Feb.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;zu frühe Bereitstellung;falsche;0.1;m3;Linsebühlstrasse;I;unbe_kannt;1.0;Plastik;St. Gallen
2021-02-18;Feb.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;zu frühe Bereitstellung;falsche;0.1;m3;Dufourstrasse 39-161;C;unbe_kannt;1.0;Plastik und Styropor;St. Gallen
2021-02-18;Feb.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;zu frühe Bereitstellung;falsche;0.1;m3;Wassergasse;F;unbe_kannt;1.0;Styropor;St. Gallen
2021-02-19;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;60.0;Liter;Kolumbanstrasse;G;anzeige;1.0;ein Sack;St. Gallen
2021-02-19;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Langgasse;G;anzeige;1.0;zwei Säcke;St. Gallen
2021-02-19;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Langgasse;G;unbe_kannt;1.0;;St. Gallen
2021-02-19;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Helvetiastrasse;H;unbe_kannt;1.0;zwei Säcke;St. Gallen
2021-02-22;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Linsebühlstrasse;I;unbe_kannt;1.0;;St. Gallen
2021-02-23;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;200.0;kg;Schönaustrasse;B;unbe_kannt;1.0;bei den Gärten;St. Gallen
2021-02-23;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Ullmannstrasse;A;unbe_kannt;1.0;ein Sack;St. Gallen
2021-02-24;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Speicherstrasse;F;unbe_kannt;1.0;eine Matratze;St. Gallen
2021-02-25;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;105.0;Liter;Unterstrasse;E;anzeige;1.0;drei Säcke;St. Gallen
2021-02-25;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;0.0;kg;Im Grund;E;privat_retour;1.0;;St. Gallen
2021-02-25;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Bachweidstrasse;F;unbe_kannt;1.0;Latenrost und Bettrahmen;St. Gallen
2021-02-25;Feb.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Bleichestrasse;L;privat_retour;1.0;Styropor;St. Gallen
2021-02-26;Feb.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Falkensteinstrasse 85-109;K;unbe_kannt;1.0;Tetra und Pet;St. Gallen
2021-02-26;Feb.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Rorschacher Strasse;K;unbe_kannt;1.0;Styropor und Plastik;St. Gallen
2021-02-26;Feb.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Fuchsenstrasse;K;unbe_kannt;1.0;Styropor und Ordner;St. Gallen
2021-02-26;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Lindenstrasse 57-175;H;privat_retour;1.0;;St. Gallen
2021-02-26;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Langgasse;G;privat_retour;1.0;;St. Gallen
2021-02-26;Feb.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;0.0;kg;Heiligkreuzstrasse;G;privat_retour;1.0;;St. Gallen
2021-02-26;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Kolumbanstrasse;G;unbe_kannt;1.0;;St. Gallen
2021-02-26;Feb.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sonderabfall;illegal;50.0;kg;Kolumbanstrasse;G;unbe_kannt;1.0;Autobatterien;St. Gallen
2021-03-01;Mär.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Fürstenlandstrasse;B;privat_retour;1.0;Tetra;St. Gallen
2021-03-01;Mär.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Paradiesstrasse;B;unbe_kannt;1.0;Plastik und Abfall;St. Gallen
2021-03-01;Mär.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Moosstrasse;B;unbe_kannt;1.0;Tetra;St. Gallen
2021-03-01;Mär.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Gerbestrasse;B;privat_retour;1.0;Tetra;St. Gallen
2021-03-02;Mär.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.0;m3;Nestweiherstrasse;E;privat_retour;1.0;Karton;St. Gallen
2021-03-02;Mär.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Teufener Strasse 89-182;E;unbe_kannt;1.0;Karton;St. Gallen
2021-03-02;Mär.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Storchenstrasse;G;unbe_kannt;1.0;Karton;St. Gallen
2021-03-02;Mär.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Heimatstrasse;G;unbe_kannt;1.0;Karton;St. Gallen
2021-03-02;Mär.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Brühlbleichestrasse;G;unbe_kannt;1.0;Karton;St. Gallen
2021-03-03;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;200.0;kg;Oberstrasse;E;unbe_kannt;1.0;Ecke Ruhsitzstrasse;St. Gallen
2021-03-04;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Teufener Strasse;F;unbe_kannt;1.0;eine Tischplatte;St. Gallen
2021-03-04;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Elektrogerät;illegal;1.0;Stück;Hinterberg;E;privat_retour;1.0;;St. Gallen
2021-03-04;Mär.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;1.0;m3;St.Leonhard-Strasse;L;info;1.0;Karton;St. Gallen
2021-03-04;Mär.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Magnihalden;L;unbe_kannt;1.0;beim Brunnen;St. Gallen
2021-03-05;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;0.0;Liter;Harzbüchelstrasse;H;privat_retour;1.0;ein Sack;St. Gallen
2021-03-05;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Zilstrasse;H;unbe_kannt;1.0;zwei Matratzen;St. Gallen
2021-03-05;Mär.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Bionstrasse;A;unbe_kannt;1.0;Karton;St. Gallen
2021-03-08;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Krontalstrasse;I;unbe_kannt;1.0;;St. Gallen
2021-03-08;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;zu frühe Bereitstellung;falsche;105.0;Liter;Rorschacher Strasse;K;info;1.0;Flyer verteilt;St. Gallen
2021-03-09;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Metallstrasse;B;unbe_kannt;1.0;zwei Säcke;St. Gallen
2021-03-09;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Stationsweg;A;unbe_kannt;1.0;ein Sack;St. Gallen
2021-03-09;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;285.0;Liter;Taubenstrasse;G;unbe_kannt;1.0;3x 60 und 3x 35 Liter;St. Gallen
2021-03-10;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Iddastrasse;D;unbe_kannt;1.0;Einbauschrank;St. Gallen
2021-03-10;Mär.21;2021;Kontrollfahrt;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Iddastrasse;D;unbe_kannt;1.0;ein Möbeli;St. Gallen
2021-03-11;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Elektrogerät;illegal;2.0;Stück;Oberstrasse;E;unbe_kannt;1.0;;St. Gallen
2021-03-11;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Ruhsitzstrasse;E;unbe_kannt;1.0;Matratzen;St. Gallen
2021-03-11;Mär.21;2021;Dispo;Kehrichtsammlung;zu frühe Bereitstellung;falsche;60.0;Liter;Hinterberg;E;info;1.0;ein Sack, Info Flyer verteilt;St. Gallen
2021-03-12;Mär.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Moosstrasse;B;unbe_kannt;1.0;Papier in Tragtaschen;St. Gallen
2021-03-15;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Brunnenbergstrasse;F;unbe_kannt;1.0;ein Sack;St. Gallen
2021-03-19;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;180.0;Liter;Rosenheimstrasse;G;unbe_kannt;1.0;drei Säcke;St. Gallen
2021-03-19;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Heimatstrasse;G;unbe_kannt;1.0;ein Sack;St. Gallen
2021-03-22;Mär.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Stationsstrasse;A;unbe_kannt;1.0;Styropor;St. Gallen
2021-03-22;Mär.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Heimstrasse;A;unbe_kannt;1.0;Styropor und Ordner;St. Gallen
2021-03-22;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;150.0;kg;Bedastrasse;I;unbe_kannt;1.0;Ecke Tempelackerstrasse;St. Gallen
2021-03-22;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;0.0;Liter;Rappensteinstrasse;I;privat_retour;1.0;zwei Säcke;St. Gallen
2021-03-22;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;200.0;kg;Katharinengasse;L;unbe_kannt;1.0;eine Polstergruppe;St. Gallen
2021-03-23;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Bucheggstrasse;G;unbe_kannt;1.0;diverse Möbel;St. Gallen
2021-03-24;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Böcklinstrasse;D;anzeige;1.0;zwei Säcke;St. Gallen
2021-03-24;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Schubertstrasse;D;anzeige;1.0;;St. Gallen
2021-03-24;Mär.21;2021;Kontrollfahrt;Unterflurbehälter;Sperrgut;illegal;100.0;kg;Leuenbergerstrasse;B;unbe_kannt;1.0;diverses Sperrgut;St. Gallen
2021-03-25;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Ruhbergstrasse;E;unbe_kannt;1.0;;St. Gallen
2021-03-26;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Kolumbanstrasse;G;unbe_kannt;1.0;ein Sack;St. Gallen
2021-03-26;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Notkerstrasse;G;anzeige;1.0;ein Sack;St. Gallen
2021-03-29;Mär.21;2021;Papier/Karton-Sammeldienst;Kartonsammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Schönbrunnstrasse;B;unbe_kannt;1.0;Styropor;St. Gallen
2021-03-29;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Flurhofstrasse;I;unbe_kannt;1.0;;St. Gallen
2021-03-29;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Sperrgut;illegal;100.0;kg;Linsebühlstrasse;I;unbe_kannt;1.0;diverse Möbel;St. Gallen
2021-03-29;Mär.21;2021;Dispo;Kehrichtsammlung;Sperrgut;illegal;200.0;kg;Rehetobelstrasse;K;anzeige;1.0;in der Kurve;St. Gallen
2021-03-30;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Elektrogerät;illegal;1.0;Stück;Waldaustrasse;B;unbe_kannt;1.0;;St. Gallen
2021-03-30;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Gsellstrasse;A;info;1.0;Abfallsack zu schwer;St. Gallen
2021-03-31;Mär.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Volksbadstrasse;G;unbe_kannt;1.0;Karton;St. Gallen
2021-03-31;Mär.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Lessingstrasse;D;unbe_kannt;1.0;Ecke Sonnenhaldensatrasse, ein Sack;St. Gallen
2021-03-31;Mär.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;110.0;Liter;Kolumbanstrasse;G;anzeige;1.0;ein Sack;St. Gallen
2021-04-07;Apr.21;2021;Papier/Karton-Sammeldienst;Papiersammlung;Fremdstoffe in Sammelware;illegal;0.1;m3;Speicherstrasse;F;unbe_kannt;1.0;Karton;St. Gallen
2021-04-07;Apr.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Holzstrasse;D;anzeige;1.0;ein Sack;St. Gallen
2021-04-07;Apr.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Lessingstrasse;D;unbe_kannt;1.0;Ecke Sonnenhaldenstrasse, zwei Säcke;St. Gallen
2021-04-07;Apr.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;70.0;Liter;Gsellstrasse;A;unbe_kannt;1.0;zwei Säcke;St. Gallen
2021-04-07;Apr.21;2021;Kehricht-Sammeldienst;Unterflurbehälter;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Turnerstrasse;B;unbe_kannt;1.0;ein Sack;St. Gallen
2021-04-09;Apr.21;2021;Dispo;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;105.0;Liter;Kolumbanstrasse;G;anzeige;1.0;drei Säcke;St. Gallen
2021-04-14;Apr.21;2021;Kehricht-Sammeldienst;Kehrichtsammlung;Kehrichtsack ohne Gebühr;illegal;35.0;Liter;Schillerstrasse;B;unbe_kannt;1.0;ein Sack;St. Gallen
