Datum;Jahr;Monat;Tag;Anzahl Marken pro Sperrgut
2020-02-26;2020;Februar;Mi;Sperrgut ohne Marke
2020-02-26;2020;Februar;Mi;Sperrgut 3 Marken
2020-02-13;2020;Februar;Do;Sperrgut 6 Marken
2020-02-19;2020;Februar;Mi;Sperrgut 1 Marke
2020-02-21;2020;Februar;Fr;Sperrgut ohne Marke
2020-02-21;2020;Februar;Fr;Sperrgut 6 Marken
2020-02-28;2020;Februar;Fr;Sperrgut 5 Marken
2020-02-19;2020;Februar;Mi;Sperrgut 5 Marken
2020-02-19;2020;Februar;Mi;Sperrgut 3 Marken
2020-02-04;2020;Februar;Di;Sperrgut 1 Marke
2020-02-05;2020;Februar;Mi;Sperrgut 1 Marke
2020-02-10;2020;Februar;Mo;Sperrgut 5 Marken
2020-02-11;2020;Februar;Di;Sperrgut 3 Marken
2020-02-12;2020;Februar;Mi;Sperrgut 1 Marke
2020-02-13;2020;Februar;Do;Sperrgut 3 Marken
2020-02-13;2020;Februar;Do;Sperrgut 1 Marke
2020-02-21;2020;Februar;Fr;Sperrgut 3 Marken
2020-02-24;2020;Februar;Mo;Sperrgut 2 Marken
2020-02-25;2020;Februar;Di;Sperrgut > 6 Marken
2020-02-25;2020;Februar;Di;Sperrgut 3 Marken
2020-02-27;2020;Februar;Do;Sperrgut 2 Marken
2020-02-28;2020;Februar;Fr;Sperrgut 1 Marke
2020-03-24;2020;März;Di;Sperrgut 5 Marken
2020-03-23;2020;März;Mo;Sperrgut 6 Marken
2020-03-03;2020;März;Di;Sperrgut 2 Marken
2020-03-20;2020;März;Fr;Sperrgut 2 Marken
2020-03-23;2020;März;Mo;Sperrgut 3 Marken
2020-03-24;2020;März;Di;Sperrgut 1 Marke
2020-03-02;2020;März;Mo;Sperrgut 1 Marke
2020-03-06;2020;März;Fr;Sperrgut 2 Marken
2020-03-06;2020;März;Fr;Sperrgut 4 Marken
2020-03-09;2020;März;Mo;Sperrgut 2 Marken
2020-03-09;2020;März;Mo;Sperrgut 1 Marke
2020-03-10;2020;März;Di;Sperrgut 1 Marke
2020-03-13;2020;März;Fr;Sperrgut 2 Marken
2020-03-16;2020;März;Mo;Sperrgut 2 Marken
2020-03-16;2020;März;Mo;Sperrgut 3 Marken
2020-03-17;2020;März;Di;Sperrgut 2 Marken
2020-03-18;2020;März;Mi;Sperrgut > 6 Marken
2020-03-19;2020;März;Do;Sperrgut 4 Marken
2020-03-25;2020;März;Mi;Sperrgut 2 Marken
2020-03-26;2020;März;Do;Sperrgut 4 Marken
2020-03-27;2020;März;Fr;Sperrgut 1 Marke
2020-03-27;2020;März;Fr;Sperrgut 2 Marken
2020-03-30;2020;März;Mo;Sperrgut 1 Marke
2020-04-02;2020;April;Do;Sperrgut 3 Marken
2020-04-06;2020;April;Mo;Sperrgut 4 Marken
2020-04-07;2020;April;Di;Sperrgut 4 Marken
2020-04-15;2020;April;Mi;Sperrgut ohne Marke
2020-04-03;2020;April;Fr;Sperrgut 6 Marken
2020-04-03;2020;April;Fr;Sperrgut ohne Marke
2020-04-08;2020;April;Mi;Sperrgut > 6 Marken
2020-04-09;2020;April;Do;Sperrgut 4 Marken
2020-04-16;2020;April;Do;Sperrgut 1 Marke
2020-04-21;2020;April;Di;Sperrgut > 6 Marken
2020-04-21;2020;April;Di;Sperrgut ohne Marke
2020-04-27;2020;April;Mo;
2020-04-27;2020;April;Mo;Sperrgut ohne Marke
2020-04-01;2020;April;Mi;Sperrgut 4 Marken
2020-04-08;2020;April;Mi;Sperrgut 5 Marken
2020-04-21;2020;April;Di;Sperrgut 1 Marke
2020-04-21;2020;April;Di;Sperrgut 2 Marken
2020-04-22;2020;April;Mi;Sperrgut ohne Marke
2020-04-30;2020;April;Do;Sperrgut 4 Marken
2020-04-01;2020;April;Mi;Sperrgut 2 Marken
2020-04-03;2020;April;Fr;Sperrgut 3 Marken
2020-04-03;2020;April;Fr;Sperrgut 2 Marken
2020-04-07;2020;April;Di;Sperrgut 3 Marken
2020-04-11;2020;April;Sa;Sperrgut 1 Marke
2020-04-20;2020;April;Mo;Sperrgut 1 Marke
2020-04-22;2020;April;Mi;Sperrgut 1 Marke
2020-04-23;2020;April;Do;Sperrgut 1 Marke
2020-04-30;2020;April;Do;Sperrgut 1 Marke
2020-04-14;2020;April;Di;Sperrgut 2 Marken
2020-05-06;2020;Mai;Mi;Sperrgut ohne Marke
2020-05-12;2020;Mai;Di;Sperrgut ohne Marke
2020-05-26;2020;Mai;Di;Sperrgut 5 Marken
2020-05-11;2020;Mai;Mo;Sperrgut ohne Marke
2020-05-14;2020;Mai;Do;Sperrgut 3 Marken
2020-05-15;2020;Mai;Fr;Sperrgut 5 Marken
2020-05-15;2020;Mai;Fr;Sperrgut 6 Marken
2020-05-18;2020;Mai;Mo;Sperrgut 5 Marken
2020-05-18;2020;Mai;Mo;Sperrgut 3 Marken
2020-05-20;2020;Mai;Mi;Sperrgut ohne Marke
2020-05-28;2020;Mai;Do;Sperrgut 4 Marken
2020-05-07;2020;Mai;Do;Sperrgut 6 Marken
2020-05-07;2020;Mai;Do;Sperrgut 3 Marken
2020-05-12;2020;Mai;Di;Sperrgut 1 Marke
2020-05-12;2020;Mai;Di;Sperrgut 2 Marken
2020-05-15;2020;Mai;Fr;Sperrgut 3 Marken
2020-05-05;2020;Mai;Di;Sperrgut 3 Marken
2020-05-06;2020;Mai;Mi;Sperrgut 3 Marken
2020-05-06;2020;Mai;Mi;Sperrgut 1 Marke
2020-05-25;2020;Mai;Mo;Sperrgut 2 Marken
2020-05-22;2020;Mai;Fr;Sperrgut 3 Marken
2020-05-22;2020;Mai;Fr;Sperrgut 1 Marke
2020-06-03;2020;Juni;Mi;Sperrgut ohne Marke
2020-06-08;2020;Juni;Mo;Sperrgut 5 Marken
2020-06-16;2020;Juni;Di;Sperrgut 6 Marken
2020-06-17;2020;Juni;Mi;Sperrgut ohne Marke
2020-06-18;2020;Juni;Do;Sperrgut 6 Marken
2020-06-24;2020;Juni;Mi;Sperrgut ohne Marke
2020-06-30;2020;Juni;Di;Sperrgut 6 Marken
2020-06-09;2020;Juni;Di;Sperrgut 3 Marken
2020-06-15;2020;Juni;Mo;Sperrgut 4 Marken
2020-06-19;2020;Juni;Fr;Sperrgut 5 Marken
2020-06-23;2020;Juni;Di;Sperrgut 4 Marken
2020-06-24;2020;Juni;Mi;Sperrgut 6 Marken
2020-06-30;2020;Juni;Di;Sperrgut ohne Marke
2020-06-30;2020;Juni;Di;Sperrgut > 6 Marken
2020-06-03;2020;Juni;Mi;Sperrgut 1 Marke
2020-06-03;2020;Juni;Mi;Sperrgut 3 Marken
2020-06-09;2020;Juni;Di;Sperrgut 5 Marken
2020-06-11;2020;Juni;Do;Sperrgut 2 Marken
2020-06-25;2020;Juni;Do;Sperrgut 5 Marken
2020-06-10;2020;Juni;Mi;Sperrgut 2 Marken
2020-06-12;2020;Juni;Fr;Sperrgut 4 Marken
2020-06-12;2020;Juni;Fr;Sperrgut 1 Marke
2020-06-17;2020;Juni;Mi;Sperrgut 3 Marken
2020-06-18;2020;Juni;Do;Sperrgut 1 Marke
2020-06-18;2020;Juni;Do;Sperrgut 2 Marken
2020-06-19;2020;Juni;Fr;Sperrgut 3 Marken
2020-06-24;2020;Juni;Mi;Sperrgut 4 Marken
2020-06-25;2020;Juni;Do;Sperrgut 1 Marke
2020-06-29;2020;Juni;Mo;Sperrgut 6 Marken
2020-06-05;2020;Juni;Fr;Sperrgut 2 Marken
2020-07-02;2020;Juli;Do;Sperrgut 6 Marken
2020-07-31;2020;Juli;Fr;Sperrgut 5 Marken
2020-07-01;2020;Juli;Mi;Sperrgut 5 Marken
2020-07-02;2020;Juli;Do;Sperrgut > 6 Marken
2020-07-09;2020;Juli;Do;Sperrgut ohne Marke
2020-07-10;2020;Juli;Fr;Sperrgut 3 Marken
2020-07-13;2020;Juli;Mo;Sperrgut 4 Marken
2020-07-13;2020;Juli;Mo;Sperrgut > 6 Marken
2020-07-16;2020;Juli;Do;Sperrgut ohne Marke
2020-07-16;2020;Juli;Do;Sperrgut 1 Marke
2020-07-17;2020;Juli;Fr;Sperrgut 3 Marken
2020-07-06;2020;Juli;Mo;Sperrgut 3 Marken
2020-07-08;2020;Juli;Mi;Sperrgut 5 Marken
2020-07-15;2020;Juli;Mi;Sperrgut 4 Marken
2020-07-16;2020;Juli;Do;Sperrgut 2 Marken
2020-07-22;2020;Juli;Mi;Sperrgut 3 Marken
2020-07-23;2020;Juli;Do;Sperrgut 1 Marke
2020-07-29;2020;Juli;Mi;Sperrgut 6 Marken
2020-07-30;2020;Juli;Do;Sperrgut 1 Marke
2020-07-01;2020;Juli;Mi;Sperrgut 3 Marken
2020-07-02;2020;Juli;Do;Sperrgut 1 Marke
2020-07-16;2020;Juli;Do;Sperrgut 4 Marken
2020-07-21;2020;Juli;Di;Sperrgut 3 Marken
2020-07-22;2020;Juli;Mi;
2020-07-29;2020;Juli;Mi;Sperrgut 4 Marken
2020-07-29;2020;Juli;Mi;Sperrgut 2 Marken
2020-08-18;2020;August;Di;Sperrgut 6 Marken
2020-08-19;2020;August;Mi;Sperrgut ohne Marke
2020-08-25;2020;August;Di;Sperrgut 4 Marken
2020-08-03;2020;August;Mo;Sperrgut 2 Marken
2020-08-03;2020;August;Mo;Sperrgut 1 Marke
2020-08-06;2020;August;Do;Sperrgut ohne Marke
2020-08-17;2020;August;Mo;
2020-08-17;2020;August;Mo;Sperrgut ohne Marke
2020-08-20;2020;August;Do;Sperrgut 3 Marken
2020-08-24;2020;August;Mo;Sperrgut > 6 Marken
2020-08-24;2020;August;Mo;Sperrgut 3 Marken
2020-08-28;2020;August;Fr;Sperrgut ohne Marke
2020-08-13;2020;August;Do;Sperrgut 6 Marken
2020-08-20;2020;August;Do;Sperrgut 5 Marken
2020-08-28;2020;August;Fr;Sperrgut 6 Marken
2020-08-05;2020;August;Mi;Sperrgut 4 Marken
2020-08-05;2020;August;Mi;Sperrgut 5 Marken
2020-08-24;2020;August;Mo;Sperrgut 2 Marken
2020-08-24;2020;August;Mo;Sperrgut 1 Marke
2020-08-24;2020;August;Mo;Sperrgut 5 Marken
2020-08-25;2020;August;Di;Sperrgut 3 Marken
2020-08-25;2020;August;Di;Sperrgut 2 Marken
2020-08-25;2020;August;Di;Sperrgut 1 Marke
2020-08-26;2020;August;Mi;Sperrgut 1 Marke
2020-08-07;2020;August;Fr;Sperrgut 2 Marken
2020-08-07;2020;August;Fr;Sperrgut 1 Marke
2020-08-10;2020;August;Mo;Sperrgut 3 Marken
2020-08-17;2020;August;Mo;Sperrgut 1 Marke
2020-08-17;2020;August;Mo;Sperrgut 6 Marken
2020-08-28;2020;August;Fr;Sperrgut 2 Marken
2020-09-07;2020;September;Mo;
2020-09-22;2020;September;Di;
2020-09-22;2020;September;Di;Sperrgut ohne Marke
2020-09-25;2020;September;Fr;Sperrgut 4 Marken
2020-09-28;2020;September;Mo;Sperrgut ohne Marke
2020-09-03;2020;September;Do;Sperrgut 2 Marken
2020-09-15;2020;September;Di;Sperrgut 3 Marken
2020-09-16;2020;September;Mi;Sperrgut 4 Marken
2020-09-25;2020;September;Fr;Sperrgut > 6 Marken
2020-09-25;2020;September;Fr;Sperrgut 6 Marken
2020-09-29;2020;September;Di;Sperrgut 2 Marken
2020-09-02;2020;September;Mi;Sperrgut 5 Marken
2020-09-02;2020;September;Mi;Sperrgut 1 Marke
2020-09-07;2020;September;Mo;Sperrgut 2 Marken
2020-09-10;2020;September;Do;
2020-09-10;2020;September;Do;Sperrgut 2 Marken
2020-09-17;2020;September;Do;Sperrgut 3 Marken
2020-09-17;2020;September;Do;Sperrgut 1 Marke
2020-09-18;2020;September;Fr;Sperrgut 3 Marken
2020-09-18;2020;September;Fr;Sperrgut 1 Marke
2020-09-21;2020;September;Mo;Sperrgut 3 Marken
2020-09-23;2020;September;Mi;Sperrgut 5 Marken
2020-09-28;2020;September;Mo;Sperrgut 3 Marken
2020-10-13;2020;Oktober;Di;Sperrgut 6 Marken
2020-10-30;2020;Oktober;Fr;Sperrgut ohne Marke
2020-10-06;2020;Oktober;Di;Sperrgut 1 Marke
2020-10-07;2020;Oktober;Mi;Sperrgut 5 Marken
2020-10-08;2020;Oktober;Do;Sperrgut 5 Marken
2020-10-12;2020;Oktober;Mo;Sperrgut ohne Marke
2020-10-16;2020;Oktober;Fr;Sperrgut 2 Marken
2020-10-27;2020;Oktober;Di;Sperrgut > 6 Marken
2020-10-29;2020;Oktober;Do;Sperrgut ohne Marke
2020-10-29;2020;Oktober;Do;Sperrgut 5 Marken
2020-10-06;2020;Oktober;Di;Sperrgut 3 Marken
2020-10-08;2020;Oktober;Do;Sperrgut 3 Marken
2020-10-08;2020;Oktober;Do;Sperrgut 1 Marke
2020-10-13;2020;Oktober;Di;Sperrgut 2 Marken
2020-10-14;2020;Oktober;Mi;Sperrgut 1 Marke
2020-10-15;2020;Oktober;Do;Sperrgut 2 Marken
2020-10-28;2020;Oktober;Mi;Sperrgut 2 Marken
2020-10-29;2020;Oktober;Do;Sperrgut 1 Marke
2020-10-02;2020;Oktober;Fr;Sperrgut 1 Marke
2020-10-05;2020;Oktober;Mo;Sperrgut 2 Marken
2020-10-07;2020;Oktober;Mi;Sperrgut 1 Marke
2020-10-09;2020;Oktober;Fr;Sperrgut 3 Marken
2020-10-09;2020;Oktober;Fr;Sperrgut 4 Marken
2020-10-09;2020;Oktober;Fr;Sperrgut 1 Marke
2020-10-16;2020;Oktober;Fr;Sperrgut 1 Marke
2020-10-21;2020;Oktober;Mi;Sperrgut 3 Marken
2020-10-21;2020;Oktober;Mi;Sperrgut 5 Marken
2020-10-21;2020;Oktober;Mi;Sperrgut 2 Marken
2020-10-22;2020;Oktober;Do;Sperrgut 3 Marken
2020-10-26;2020;Oktober;Mo;Sperrgut 1 Marke
2020-10-26;2020;Oktober;Mo;Sperrgut 3 Marken
2020-10-27;2020;Oktober;Di;Sperrgut 1 Marke
2020-10-30;2020;Oktober;Fr;Sperrgut 3 Marken
2020-10-30;2020;Oktober;Fr;Sperrgut 2 Marken
2020-10-01;2020;Oktober;Do;Sperrgut 2 Marken
2020-10-01;2020;Oktober;Do;Sperrgut 4 Marken
2020-10-01;2020;Oktober;Do;Sperrgut 3 Marken
2020-11-05;2020;November;Do;Sperrgut 6 Marken
2020-11-23;2020;November;Mo;Sperrgut 4 Marken
2020-11-03;2020;November;Di;Sperrgut ohne Marke
2020-11-06;2020;November;Fr;
2020-11-26;2020;November;Do;Sperrgut 4 Marken
2020-11-27;2020;November;Fr;Sperrgut 2 Marken
2020-11-27;2020;November;Fr;Sperrgut > 6 Marken
2020-11-12;2020;November;Do;Sperrgut ohne Marke
2020-11-09;2020;November;Mo;Sperrgut 1 Marke
2020-11-11;2020;November;Mi;Sperrgut 4 Marken
2020-11-12;2020;November;Do;Sperrgut 1 Marke
2020-11-13;2020;November;Fr;Sperrgut 2 Marken
2020-11-19;2020;November;Do;Sperrgut 6 Marken
2020-11-20;2020;November;Fr;Sperrgut > 6 Marken
2020-11-20;2020;November;Fr;Sperrgut 3 Marken
2020-11-20;2020;November;Fr;Sperrgut 1 Marke
2020-11-23;2020;November;Mo;Sperrgut ohne Marke
2020-11-23;2020;November;Mo;Sperrgut > 6 Marken
2020-11-27;2020;November;Fr;Sperrgut 3 Marken
2020-11-02;2020;November;Mo;Sperrgut 1 Marke
2020-11-03;2020;November;Di;Sperrgut 3 Marken
2020-11-04;2020;November;Mi;Sperrgut 2 Marken
2020-11-04;2020;November;Mi;Sperrgut 4 Marken
2020-11-04;2020;November;Mi;Sperrgut 3 Marken
2020-11-06;2020;November;Fr;Sperrgut 1 Marke
2020-11-19;2020;November;Do;Sperrgut 1 Marke
2020-11-24;2020;November;Di;Sperrgut 1 Marke
2020-11-25;2020;November;Mi;Sperrgut 4 Marken
2020-11-26;2020;November;Do;Sperrgut 5 Marken
2020-12-01;2020;Dezember;Di;Sperrgut 1 Marke
2020-12-07;2020;Dezember;Mo;Sperrgut 4 Marken
2020-12-10;2020;Dezember;Do;Sperrgut 4 Marken
2020-12-23;2020;Dezember;Mi;Sperrgut 6 Marken
2020-12-02;2020;Dezember;Mi;Sperrgut ohne Marke
2020-12-03;2020;Dezember;Do;Sperrgut 2 Marken
2020-12-07;2020;Dezember;Mo;Sperrgut 6 Marken
2020-12-09;2020;Dezember;Mi;Sperrgut 5 Marken
2020-12-14;2020;Dezember;Mo;Sperrgut 6 Marken
2020-12-24;2020;Dezember;Do;Sperrgut 6 Marken
2020-12-29;2020;Dezember;Di;Sperrgut > 6 Marken
2020-12-03;2020;Dezember;Do;Sperrgut 1 Marke
2020-12-08;2020;Dezember;Di;Sperrgut 5 Marken
2020-12-10;2020;Dezember;Do;Sperrgut 5 Marken
2020-12-16;2020;Dezember;Mi;Sperrgut 4 Marken
2020-12-01;2020;Dezember;Di;Sperrgut 3 Marken
2020-12-09;2020;Dezember;Mi;Sperrgut 4 Marken
2020-12-11;2020;Dezember;Fr;Sperrgut 4 Marken
2020-12-11;2020;Dezember;Fr;Sperrgut 2 Marken
2020-12-11;2020;Dezember;Fr;Sperrgut 1 Marke
2020-12-14;2020;Dezember;Mo;Sperrgut 5 Marken
2020-12-14;2020;Dezember;Mo;Sperrgut 2 Marken
2020-12-18;2020;Dezember;Fr;Sperrgut 1 Marke
2020-12-21;2020;Dezember;Mo;Sperrgut 3 Marken
2020-12-21;2020;Dezember;Mo;Sperrgut 5 Marken
2020-12-23;2020;Dezember;Mi;Sperrgut 4 Marken
2020-12-30;2020;Dezember;Mi;Sperrgut 2 Marken
2020-12-30;2020;Dezember;Mi;Sperrgut 5 Marken
2020-12-30;2020;Dezember;Mi;Sperrgut 6 Marken
2020-12-30;2020;Dezember;Mi;Sperrgut 3 Marken
2020-12-24;2020;Dezember;Do;Sperrgut 2 Marken
2021-01-11;2021;Januar;Mo;Sperrgut ohne Marke
2021-01-20;2021;Januar;Mi;Sperrgut 2 Marken
2021-01-21;2021;Januar;Do;Sperrgut ohne Marke
2021-01-22;2021;Januar;Fr;
2021-01-25;2021;Januar;Mo;Sperrgut ohne Marke
2021-01-26;2021;Januar;Di;Sperrgut 6 Marken
2021-01-28;2021;Januar;Do;Sperrgut 4 Marken
2021-01-07;2021;Januar;Do;Sperrgut 1 Marke
2021-01-14;2021;Januar;Do;Sperrgut 5 Marken
2021-01-27;2021;Januar;Mi;Sperrgut 5 Marken
2021-01-14;2021;Januar;Do;Sperrgut 4 Marken
2021-01-21;2021;Januar;Do;Sperrgut 4 Marken
2021-01-27;2021;Januar;Mi;Sperrgut 1 Marke
2021-01-28;2021;Januar;Do;Sperrgut 1 Marke
2021-01-29;2021;Januar;Fr;Sperrgut 6 Marken
2021-01-05;2021;Januar;Di;Sperrgut 5 Marken
2021-01-06;2021;Januar;Mi;Sperrgut 1 Marke
2021-01-06;2021;Januar;Mi;Sperrgut 2 Marken
2021-01-11;2021;Januar;Mo;Sperrgut 2 Marken
2021-01-13;2021;Januar;Mi;Sperrgut 1 Marke
2021-01-13;2021;Januar;Mi;Sperrgut 3 Marken
2021-01-14;2021;Januar;Do;Sperrgut 1 Marke
2021-01-14;2021;Januar;Do;Sperrgut 2 Marken
2021-01-19;2021;Januar;Di;Sperrgut 3 Marken
2021-01-22;2021;Januar;Fr;Sperrgut 3 Marken
2021-01-29;2021;Januar;Fr;Sperrgut 3 Marken
2021-02-05;2021;Februar;Fr;Sperrgut 6 Marken
2021-02-19;2021;Februar;Fr;Sperrgut 4 Marken
2021-02-11;2021;Februar;Do;Sperrgut 3 Marken
2021-02-03;2021;Februar;Mi;Sperrgut 6 Marken
2021-02-16;2021;Februar;Di;Sperrgut 3 Marken
2021-02-25;2021;Februar;Do;
2021-02-02;2021;Februar;Di;Sperrgut 4 Marken
2021-02-08;2021;Februar;Mo;Sperrgut 3 Marken
2021-02-09;2021;Februar;Di;Sperrgut 5 Marken
2021-02-10;2021;Februar;Mi;Sperrgut 1 Marke
2021-02-11;2021;Februar;Do;Sperrgut 2 Marken
2021-02-15;2021;Februar;Mo;Sperrgut 2 Marken
2021-02-19;2021;Februar;Fr;Sperrgut 5 Marken
2021-02-22;2021;Februar;Mo;Sperrgut 5 Marken
2021-02-22;2021;Februar;Mo;Sperrgut 1 Marke
2021-02-22;2021;Februar;Mo;Sperrgut 6 Marken
2021-02-23;2021;Februar;Di;Sperrgut 5 Marken
2021-02-26;2021;Februar;Fr;Sperrgut 2 Marken
2021-03-04;2021;März;Do;Sperrgut ohne Marke
2021-03-10;2021;März;Mi;Sperrgut ohne Marke
2021-03-10;2021;März;Mi;Sperrgut 3 Marken
2021-03-16;2021;März;Di;Sperrgut 4 Marken
2021-03-29;2021;März;Mo;Sperrgut ohne Marke
2021-03-08;2021;März;Mo;Sperrgut 2 Marken
2021-03-23;2021;März;Di;Sperrgut 6 Marken
2021-03-04;2021;März;Do;Sperrgut 2 Marken
2021-03-08;2021;März;Mo;Sperrgut 5 Marken
2021-03-09;2021;März;Di;Sperrgut 2 Marken
2021-03-10;2021;März;Mi;Sperrgut 1 Marke
2021-03-15;2021;März;Mo;Sperrgut 1 Marke
2021-03-18;2021;März;Do;Sperrgut 4 Marken
2021-03-25;2021;März;Do;Sperrgut 3 Marken
2021-03-08;2021;März;Mo;Sperrgut 3 Marken
2021-03-12;2021;März;Fr;Sperrgut 5 Marken
2021-03-12;2021;März;Fr;Sperrgut 1 Marke
2021-03-12;2021;März;Fr;Sperrgut 2 Marken
2021-03-16;2021;März;Di;Sperrgut 3 Marken
2021-03-17;2021;März;Mi;Sperrgut 2 Marken
2021-03-18;2021;März;Do;Sperrgut 3 Marken
2021-03-18;2021;März;Do;Sperrgut 2 Marken
2021-03-18;2021;März;Do;Sperrgut 1 Marke
2021-03-23;2021;März;Di;Sperrgut 1 Marke
2021-03-24;2021;März;Mi;Sperrgut 6 Marken
2021-03-25;2021;März;Do;Sperrgut 4 Marken
2021-03-29;2021;März;Mo;Sperrgut 1 Marke
2021-03-29;2021;März;Mo;Sperrgut 2 Marken
2021-03-30;2021;März;Di;Sperrgut 2 Marken
2021-04-15;2021;April;Do;Sperrgut ohne Marke
2021-04-21;2021;April;Mi;Sperrgut ohne Marke
2021-04-26;2021;April;Mo;Sperrgut 5 Marken
2021-04-21;2021;April;Mi;Sperrgut 4 Marken
2021-04-28;2021;April;Mi;Sperrgut 6 Marken
2021-04-01;2021;April;Do;Sperrgut 5 Marken
2021-04-06;2021;April;Di;Sperrgut 4 Marken
2021-04-23;2021;April;Fr;Sperrgut 2 Marken
2021-04-07;2021;April;Mi;Sperrgut 3 Marken
2021-04-08;2021;April;Do;Sperrgut 2 Marken
2021-04-08;2021;April;Do;Sperrgut 3 Marken
2021-04-12;2021;April;Mo;Sperrgut 1 Marke
2021-04-12;2021;April;Mo;Sperrgut 4 Marken
2021-04-13;2021;April;Di;Sperrgut 5 Marken
2021-04-14;2021;April;Mi;Sperrgut 2 Marken
2021-04-19;2021;April;Mo;Sperrgut 5 Marken
2021-04-22;2021;April;Do;Sperrgut 1 Marke
2021-04-26;2021;April;Mo;Sperrgut 4 Marken
2021-04-27;2021;April;Di;Sperrgut 2 Marken
2021-04-28;2021;April;Mi;Sperrgut 2 Marken
2021-04-28;2021;April;Mi;Sperrgut 1 Marke
2021-04-29;2021;April;Do;Sperrgut 2 Marken
2021-04-30;2021;April;Fr;Sperrgut 5 Marken
2021-05-07;2021;Mai;Fr;Sperrgut 5 Marken
2021-05-12;2021;Mai;Mi;Sperrgut 3 Marken
2021-05-18;2021;Mai;Di;Sperrgut 4 Marken
2021-05-19;2021;Mai;Mi;Sperrgut ohne Marke
2021-05-21;2021;Mai;Fr;Sperrgut 4 Marken
2021-05-21;2021;Mai;Fr;Sperrgut 6 Marken
2021-05-03;2021;Mai;Mo;Sperrgut 5 Marken
2021-05-10;2021;Mai;Mo;Sperrgut > 6 Marken
2021-05-17;2021;Mai;Mo;Sperrgut ohne Marke
2021-05-17;2021;Mai;Mo;Sperrgut > 6 Marken
2021-05-19;2021;Mai;Mi;Sperrgut > 6 Marken
2021-05-25;2021;Mai;Di;Sperrgut ohne Marke
2021-05-04;2021;Mai;Di;Sperrgut 6 Marken
2021-05-10;2021;Mai;Mo;Sperrgut 1 Marke
2021-05-10;2021;Mai;Mo;Sperrgut 6 Marken
2022-11-21;2022;November;Mo;Sperrgut 1 Marke
2022-11-22;2022;November;Di;Sperrgut 1 Marke
2022-11-23;2022;November;Mi;Sperrgut 2 Marken
2022-11-25;2022;November;Fr;Sperrgut 1 Marke
2022-11-29;2022;November;Di;Sperrgut 3 Marken
2022-11-30;2022;November;Mi;Sperrgut 2 Marken
2022-11-30;2022;November;Mi;Sperrgut 4 Marken
2022-12-09;2022;Dezember;Fr;Sperrgut ohne Marke
2022-12-12;2022;Dezember;Mo;Sperrgut 4 Marken
2022-12-08;2022;Dezember;Do;Sperrgut 3 Marken
2022-12-15;2022;Dezember;Do;Sperrgut 5 Marken
2022-12-19;2022;Dezember;Mo;Sperrgut ohne Marke
2022-12-22;2022;Dezember;Do;Sperrgut > 6 Marken
2022-12-08;2022;Dezember;Do;Sperrgut 1 Marke
2022-12-09;2022;Dezember;Fr;Sperrgut 1 Marke
2022-12-09;2022;Dezember;Fr;Sperrgut 2 Marken
2022-12-21;2022;Dezember;Mi;Sperrgut 4 Marken
2022-12-22;2022;Dezember;Do;Sperrgut 3 Marken
2022-12-22;2022;Dezember;Do;Sperrgut 5 Marken
2022-12-01;2022;Dezember;Do;Sperrgut 4 Marken
2022-12-05;2022;Dezember;Mo;Sperrgut 1 Marke
2022-12-07;2022;Dezember;Mi;Sperrgut 1 Marke
2022-12-12;2022;Dezember;Mo;Sperrgut 1 Marke
2022-12-13;2022;Dezember;Di;Sperrgut 1 Marke
2022-12-14;2022;Dezember;Mi;Sperrgut 3 Marken
2022-12-16;2022;Dezember;Fr;Sperrgut 6 Marken
2022-12-19;2022;Dezember;Mo;Sperrgut 1 Marke
2022-12-21;2022;Dezember;Mi;Sperrgut 1 Marke
2022-12-22;2022;Dezember;Do;Sperrgut 2 Marken
2022-12-23;2022;Dezember;Fr;Sperrgut 1 Marke
2022-12-28;2022;Dezember;Mi;Sperrgut 6 Marken
2023-01-10;2023;Januar;Di;Sperrgut 5 Marken
2023-01-17;2023;Januar;Di;Sperrgut 4 Marken
2023-01-03;2023;Januar;Di;Sperrgut 6 Marken
2023-01-04;2023;Januar;Mi;Sperrgut ohne Marke
2023-01-19;2023;Januar;Do;Sperrgut ohne Marke
2023-01-26;2023;Januar;Do;Sperrgut > 6 Marken
2023-01-27;2023;Januar;Fr;Sperrgut 5 Marken
2023-01-11;2023;Januar;Mi;Sperrgut 6 Marken
2023-01-23;2023;Januar;Mo;Sperrgut 5 Marken
2023-01-26;2023;Januar;Do;Sperrgut 2 Marken
2023-01-31;2023;Januar;Di;Sperrgut 2 Marken
2023-01-31;2023;Januar;Di;Sperrgut > 6 Marken
2023-01-02;2023;Januar;Mo;Sperrgut 3 Marken
2023-01-05;2023;Januar;Do;Sperrgut 4 Marken
2023-01-06;2023;Januar;Fr;Sperrgut 3 Marken
2023-01-09;2023;Januar;Mo;Sperrgut 2 Marken
2023-01-19;2023;Januar;Do;Sperrgut 1 Marke
2023-01-20;2023;Januar;Fr;Sperrgut 4 Marken
2023-01-24;2023;Januar;Di;Sperrgut 1 Marke
2023-01-25;2023;Januar;Mi;Sperrgut 3 Marken
2023-01-30;2023;Januar;Mo;Sperrgut 2 Marken
2023-02-08;2023;Februar;Mi;Sperrgut 6 Marken
2023-02-14;2023;Februar;Di;Sperrgut 4 Marken
2023-02-21;2023;Februar;Di;Sperrgut 4 Marken
