Datum;Jahr;Monat;Tag;Anzahl Marken pro Sperrgut
2021-12-02;2021;Dezember;Do;Sperrgut > 6 Marken
2021-12-06;2021;Dezember;Mo;Sperrgut 4 Marken
2021-12-06;2021;Dezember;Mo;Sperrgut ohne Marke
2021-12-06;2021;Dezember;Mo;Sperrgut 3 Marken
2021-12-08;2021;Dezember;Mi;Sperrgut ohne Marke
2021-12-10;2021;Dezember;Fr;Sperrgut 3 Marken
2021-12-14;2021;Dezember;Di;Sperrgut 3 Marken
2021-12-17;2021;Dezember;Fr;Sperrgut 6 Marken
2021-12-20;2021;Dezember;Mo;Sperrgut ohne Marke
2021-12-22;2021;Dezember;Mi;Sperrgut 3 Marken
2021-12-22;2021;Dezember;Mi;Sperrgut ohne Marke
2021-12-30;2021;Dezember;Do;Sperrgut 4 Marken
2021-12-08;2021;Dezember;Mi;Sperrgut 2 Marken
2021-12-01;2021;Dezember;Mi;Sperrgut 1 Marke
2021-12-02;2021;Dezember;Do;Sperrgut 3 Marken
2021-12-03;2021;Dezember;Fr;Sperrgut 1 Marke
2021-12-06;2021;Dezember;Mo;Sperrgut 2 Marken
2021-12-15;2021;Dezember;Mi;Sperrgut 3 Marken
2021-12-15;2021;Dezember;Mi;Sperrgut 1 Marke
2021-12-16;2021;Dezember;Do;Sperrgut 2 Marken
2021-12-23;2021;Dezember;Do;Sperrgut 1 Marke
2021-12-21;2021;Dezember;Di;Sperrgut 1 Marke
2021-12-29;2021;Dezember;Mi;Sperrgut 1 Marke
2021-12-30;2021;Dezember;Do;Sperrgut 2 Marken
2021-12-30;2021;Dezember;Do;Sperrgut 5 Marken
2021-12-30;2021;Dezember;Do;Sperrgut 6 Marken
2022-01-12;2022;Januar;Mi;Sperrgut 5 Marken
2022-01-03;2022;Januar;Mo;Sperrgut ohne Marke
2022-01-04;2022;Januar;Di;Sperrgut ohne Marke
2022-01-06;2022;Januar;Do;Sperrgut 6 Marken
2022-01-07;2022;Januar;Fr;Sperrgut ohne Marke
2022-01-11;2022;Januar;Di;Sperrgut 4 Marken
2022-01-13;2022;Januar;Do;Sperrgut 4 Marken
2022-01-20;2022;Januar;Do;Sperrgut ohne Marke
2022-01-26;2022;Januar;Mi;Sperrgut 3 Marken
2022-01-26;2022;Januar;Mi;Sperrgut > 6 Marken
2022-01-28;2022;Januar;Fr;Sperrgut 5 Marken
2022-01-21;2022;Januar;Fr;Sperrgut 1 Marke
2022-01-04;2022;Januar;Di;Sperrgut 2 Marken
2022-01-04;2022;Januar;Di;Sperrgut 1 Marke
2022-01-05;2022;Januar;Mi;Sperrgut 3 Marken
2022-01-07;2022;Januar;Fr;Sperrgut 1 Marke
2022-01-14;2022;Januar;Fr;Sperrgut 2 Marken
2022-01-17;2022;Januar;Mo;Sperrgut 2 Marken
2022-01-17;2022;Januar;Mo;Sperrgut 4 Marken
2022-01-24;2022;Januar;Mo;Sperrgut 5 Marken
2022-01-24;2022;Januar;Mo;Sperrgut 1 Marke
2022-01-24;2022;Januar;Mo;Sperrgut 2 Marken
2022-01-26;2022;Januar;Mi;Sperrgut 4 Marken
2022-01-27;2022;Januar;Do;Sperrgut 1 Marke
2022-01-27;2022;Januar;Do;Sperrgut 3 Marken
2022-01-27;2022;Januar;Do;Sperrgut 2 Marken
2022-01-31;2022;Januar;Mo;Sperrgut 3 Marken
2022-02-15;2022;Februar;Di;Sperrgut 3 Marken
2022-02-03;2022;Februar;Do;Sperrgut > 6 Marken
2022-02-11;2022;Februar;Fr;Sperrgut 4 Marken
2022-02-21;2022;Februar;Mo;Sperrgut 6 Marken
2022-02-16;2022;Februar;Mi;Sperrgut 5 Marken
2022-02-01;2022;Februar;Di;Sperrgut 3 Marken
2022-02-02;2022;Februar;Mi;Sperrgut 3 Marken
2022-02-02;2022;Februar;Mi;Sperrgut 2 Marken
2022-02-03;2022;Februar;Do;Sperrgut 3 Marken
2022-02-08;2022;Februar;Di;Sperrgut 3 Marken
2022-02-10;2022;Februar;Do;Sperrgut 1 Marke
2022-02-16;2022;Februar;Mi;Sperrgut 1 Marke
2022-02-23;2022;Februar;Mi;Sperrgut 1 Marke
2022-02-25;2022;Februar;Fr;Sperrgut 4 Marken
2022-02-28;2022;Februar;Mo;Sperrgut 2 Marken
2022-03-03;2022;März;Do;Sperrgut 5 Marken
2022-03-18;2022;März;Fr;Sperrgut 6 Marken
2022-03-04;2022;März;Fr;Sperrgut 5 Marken
2022-03-08;2022;März;Di;Sperrgut 3 Marken
2022-03-09;2022;März;Mi;Sperrgut 5 Marken
2022-03-09;2022;März;Mi;Sperrgut ohne Marke
2022-03-10;2022;März;Do;Sperrgut 1 Marke
2022-03-14;2022;März;Mo;Sperrgut 4 Marken
2022-03-17;2022;März;Do;Sperrgut 2 Marken
2022-03-21;2022;März;Mo;Sperrgut ohne Marke
2022-03-23;2022;März;Mi;Sperrgut 4 Marken
2022-03-23;2022;März;Mi;Sperrgut ohne Marke
2022-03-31;2022;März;Do;
2022-03-01;2022;März;Di;Sperrgut 4 Marken
2022-03-03;2022;März;Do;Sperrgut 2 Marken
2022-03-07;2022;März;Mo;Sperrgut 1 Marke
2022-03-08;2022;März;Di;Sperrgut 1 Marke
2022-03-09;2022;März;Mi;Sperrgut 2 Marken
2022-03-11;2022;März;Fr;Sperrgut 1 Marke
2022-03-14;2022;März;Mo;Sperrgut 2 Marken
2022-03-15;2022;März;Di;Sperrgut 1 Marke
2022-03-15;2022;März;Di;Sperrgut 2 Marken
2022-03-22;2022;März;Di;Sperrgut 1 Marke
2022-03-23;2022;März;Mi;Sperrgut 3 Marken
2022-03-25;2022;März;Fr;Sperrgut 2 Marken
2022-03-28;2022;März;Mo;Sperrgut 5 Marken
2022-03-28;2022;März;Mo;Sperrgut 2 Marken
2022-03-29;2022;März;Di;Sperrgut 1 Marke
2022-04-21;2022;April;Do;Sperrgut 5 Marken
2022-04-22;2022;April;Fr;Sperrgut ohne Marke
2022-04-27;2022;April;Mi;Sperrgut ohne Marke
2022-04-29;2022;April;Fr;Sperrgut 5 Marken
2022-04-11;2022;April;Mo;Sperrgut 6 Marken
2022-04-14;2022;April;Do;Sperrgut 4 Marken
2022-04-19;2022;April;Di;Sperrgut ohne Marke
2022-04-21;2022;April;Do;Sperrgut 4 Marken
2022-04-21;2022;April;Do;Sperrgut 3 Marken
2022-04-25;2022;April;Mo;Sperrgut 6 Marken
2022-04-06;2022;April;Mi;Sperrgut 3 Marken
2022-04-01;2022;April;Fr;Sperrgut 1 Marke
2022-04-01;2022;April;Fr;Sperrgut 4 Marken
2022-04-04;2022;April;Mo;Sperrgut 1 Marke
2022-04-06;2022;April;Mi;Sperrgut 1 Marke
2022-04-07;2022;April;Do;Sperrgut 2 Marken
2022-04-08;2022;April;Fr;Sperrgut 4 Marken
2022-04-12;2022;April;Di;Sperrgut 3 Marken
2022-04-13;2022;April;Mi;Sperrgut 3 Marken
2022-04-19;2022;April;Di;Sperrgut 4 Marken
2022-04-19;2022;April;Di;Sperrgut 3 Marken
2022-04-20;2022;April;Mi;Sperrgut 4 Marken
2022-04-20;2022;April;Mi;Sperrgut 2 Marken
2022-04-25;2022;April;Mo;Sperrgut 5 Marken
2022-04-25;2022;April;Mo;Sperrgut 2 Marken
2022-04-26;2022;April;Di;Sperrgut 4 Marken
2022-04-26;2022;April;Di;Sperrgut 5 Marken
2022-04-26;2022;April;Di;Sperrgut 1 Marke
2022-05-10;2022;Mai;Di;Sperrgut 4 Marken
2022-05-11;2022;Mai;Mi;Sperrgut 5 Marken
2022-05-19;2022;Mai;Do;Sperrgut 6 Marken
2022-05-27;2022;Mai;Fr;Sperrgut 5 Marken
2022-05-02;2022;Mai;Mo;Sperrgut ohne Marke
2022-05-16;2022;Mai;Mo;Sperrgut > 6 Marken
2022-05-19;2022;Mai;Do;Sperrgut 2 Marken
2022-05-24;2022;Mai;Di;Sperrgut ohne Marke
2022-05-25;2022;Mai;Mi;Sperrgut 4 Marken
2022-05-19;2022;Mai;Do;Sperrgut 4 Marken
2022-05-27;2022;Mai;Fr;Sperrgut 4 Marken
2022-05-31;2022;Mai;Di;Sperrgut 3 Marken
2022-05-31;2022;Mai;Di;Sperrgut 2 Marken
2022-05-31;2022;Mai;Di;Sperrgut 1 Marke
2022-05-03;2022;Mai;Di;Sperrgut 2 Marken
2022-05-06;2022;Mai;Fr;Sperrgut 2 Marken
2022-05-06;2022;Mai;Fr;Sperrgut 1 Marke
2022-05-20;2022;Mai;Fr;Sperrgut 3 Marken
2022-05-27;2022;Mai;Fr;Sperrgut 3 Marken
2022-05-30;2022;Mai;Mo;Sperrgut 1 Marke
2022-06-24;2022;Juni;Fr;Sperrgut 6 Marken
2022-06-27;2022;Juni;Mo;Sperrgut > 6 Marken
2022-06-30;2022;Juni;Do;Sperrgut > 6 Marken
2022-06-01;2022;Juni;Mi;Sperrgut 1 Marke
2022-06-22;2022;Juni;Mi;Sperrgut 5 Marken
2022-06-27;2022;Juni;Mo;Sperrgut 4 Marken
2022-06-29;2022;Juni;Mi;Sperrgut > 6 Marken
2022-06-01;2022;Juni;Mi;Sperrgut 6 Marken
2022-06-01;2022;Juni;Mi;Sperrgut 5 Marken
2022-06-02;2022;Juni;Do;Sperrgut 1 Marke
2022-06-03;2022;Juni;Fr;Sperrgut 1 Marke
2022-06-09;2022;Juni;Do;Sperrgut 1 Marke
2022-06-13;2022;Juni;Mo;Sperrgut 6 Marken
2022-06-07;2022;Juni;Di;Sperrgut 6 Marken
2022-06-08;2022;Juni;Mi;Sperrgut 2 Marken
2022-06-13;2022;Juni;Mo;Sperrgut 4 Marken
2022-06-14;2022;Juni;Di;Sperrgut 1 Marke
2022-06-15;2022;Juni;Mi;Sperrgut 1 Marke
2022-06-16;2022;Juni;Do;Sperrgut 3 Marken
2022-06-16;2022;Juni;Do;Sperrgut 4 Marken
2022-06-24;2022;Juni;Fr;Sperrgut 2 Marken
2022-07-06;2022;Juli;Mi;Sperrgut 5 Marken
2022-07-01;2022;Juli;Fr;Sperrgut 2 Marken
2022-07-01;2022;Juli;Fr;Sperrgut ohne Marke
2022-07-07;2022;Juli;Do;Sperrgut ohne Marke
2022-07-11;2022;Juli;Mo;Sperrgut 4 Marken
2022-07-14;2022;Juli;Do;Sperrgut 2 Marken
2022-07-15;2022;Juli;Fr;Sperrgut ohne Marke
2022-07-20;2022;Juli;Mi;Sperrgut 1 Marke
2022-07-28;2022;Juli;Do;Sperrgut > 6 Marken
2022-07-29;2022;Juli;Fr;Sperrgut > 6 Marken
2022-07-21;2022;Juli;Do;Sperrgut 1 Marke
2022-07-06;2022;Juli;Mi;Sperrgut 1 Marke
2022-07-12;2022;Juli;Di;Sperrgut 5 Marken
2022-07-12;2022;Juli;Di;Sperrgut 6 Marken
2022-07-18;2022;Juli;Mo;
2022-07-18;2022;Juli;Mo;Sperrgut 5 Marken
2022-07-19;2022;Juli;Di;Sperrgut 5 Marken
2022-07-20;2022;Juli;Mi;Sperrgut 4 Marken
2022-07-29;2022;Juli;Fr;Sperrgut 5 Marken
2022-07-29;2022;Juli;Fr;Sperrgut 1 Marke
2022-07-01;2022;Juli;Fr;Sperrgut 5 Marken
2022-07-11;2022;Juli;Mo;Sperrgut 1 Marke
2022-07-14;2022;Juli;Do;Sperrgut 4 Marken
2022-07-18;2022;Juli;Mo;Sperrgut 2 Marken
2022-07-20;2022;Juli;Mi;Sperrgut 3 Marken
2022-07-25;2022;Juli;Mo;Sperrgut 3 Marken
2022-07-25;2022;Juli;Mo;Sperrgut 2 Marken
2022-07-25;2022;Juli;Mo;Sperrgut 1 Marke
2022-07-28;2022;Juli;Do;Sperrgut 3 Marken
2022-08-17;2022;August;Mi;Sperrgut 6 Marken
2022-08-05;2022;August;Fr;Sperrgut ohne Marke
2022-08-08;2022;August;Mo;Sperrgut ohne Marke
2022-08-08;2022;August;Mo;Sperrgut > 6 Marken
2022-08-09;2022;August;Di;Sperrgut 3 Marken
2022-08-15;2022;August;Mo;Sperrgut 3 Marken
2022-08-17;2022;August;Mi;Sperrgut 3 Marken
2022-08-23;2022;August;Di;Sperrgut 3 Marken
2022-08-29;2022;August;Mo;Sperrgut 6 Marken
2022-08-02;2022;August;Di;Sperrgut 4 Marken
2022-08-18;2022;August;Do;Sperrgut 3 Marken
2022-08-24;2022;August;Mi;Sperrgut 5 Marken
2022-08-24;2022;August;Mi;Sperrgut 6 Marken
2022-08-03;2022;August;Mi;Sperrgut 3 Marken
2022-08-22;2022;August;Mo;Sperrgut 1 Marke
2022-08-23;2022;August;Di;Sperrgut 2 Marken
2022-08-29;2022;August;Mo;Sperrgut 1 Marke
2022-08-02;2022;August;Di;Sperrgut 3 Marken
2022-08-02;2022;August;Di;Sperrgut 1 Marke
2022-08-03;2022;August;Mi;Sperrgut 4 Marken
2022-08-03;2022;August;Mi;Sperrgut 1 Marke
2022-08-04;2022;August;Do;Sperrgut 3 Marken
2022-08-04;2022;August;Do;
2022-08-10;2022;August;Mi;Sperrgut 1 Marke
2022-08-16;2022;August;Di;Sperrgut 1 Marke
2022-08-26;2022;August;Fr;Sperrgut 3 Marken
2022-08-29;2022;August;Mo;Sperrgut 3 Marken
2022-08-30;2022;August;Di;Sperrgut 1 Marke
2022-08-31;2022;August;Mi;Sperrgut 2 Marken
2022-09-14;2022;September;Mi;Sperrgut 5 Marken
2022-09-23;2022;September;Fr;Sperrgut 4 Marken
2022-09-23;2022;September;Fr;Sperrgut 5 Marken
2022-09-02;2022;September;Fr;Sperrgut > 6 Marken
2022-09-06;2022;September;Di;Sperrgut ohne Marke
2022-09-07;2022;September;Mi;Sperrgut 6 Marken
2022-09-12;2022;September;Mo;Sperrgut 1 Marke
2022-09-14;2022;September;Mi;Sperrgut ohne Marke
2022-09-20;2022;September;Di;Sperrgut 3 Marken
2022-09-21;2022;September;Mi;Sperrgut ohne Marke
2022-09-22;2022;September;Do;Sperrgut 1 Marke
2022-09-26;2022;September;Mo;Sperrgut ohne Marke
2022-09-29;2022;September;Do;Sperrgut 5 Marken
2022-09-29;2022;September;Do;Sperrgut 4 Marken
2022-09-30;2022;September;Fr;Sperrgut > 6 Marken
2022-09-08;2022;September;Do;Sperrgut 2 Marken
2022-09-01;2022;September;Do;Sperrgut 6 Marken
2022-09-02;2022;September;Fr;Sperrgut 2 Marken
2022-09-02;2022;September;Fr;Sperrgut 1 Marke
2022-09-07;2022;September;Mi;Sperrgut 2 Marken
2022-09-08;2022;September;Do;Sperrgut 1 Marke
2022-09-21;2022;September;Mi;Sperrgut 2 Marken
2022-09-27;2022;September;Di;Sperrgut 1 Marke
2022-09-29;2022;September;Do;Sperrgut 2 Marken
2022-09-30;2022;September;Fr;Sperrgut 2 Marken
2022-10-26;2022;Oktober;Mi;Sperrgut 3 Marken
2022-10-03;2022;Oktober;Mo;Sperrgut ohne Marke
2022-10-04;2022;Oktober;Di;Sperrgut 6 Marken
2022-10-10;2022;Oktober;Mo;Sperrgut 5 Marken
2022-10-10;2022;Oktober;Mo;Sperrgut ohne Marke
2022-10-18;2022;Oktober;Di;Sperrgut ohne Marke
2022-10-20;2022;Oktober;Do;Sperrgut 2 Marken
2022-10-24;2022;Oktober;Mo;Sperrgut ohne Marke
2022-10-25;2022;Oktober;Di;Sperrgut 4 Marken
2022-10-31;2022;Oktober;Mo;Sperrgut > 6 Marken
2022-10-07;2022;Oktober;Fr;Sperrgut 2 Marken
2022-10-10;2022;Oktober;Mo;Sperrgut 3 Marken
2022-10-10;2022;Oktober;Mo;Sperrgut 1 Marke
2022-10-11;2022;Oktober;Di;Sperrgut 1 Marke
2022-10-14;2022;Oktober;Fr;Sperrgut 2 Marken
2022-10-24;2022;Oktober;Mo;Sperrgut 3 Marken
2022-10-26;2022;Oktober;Mi;Sperrgut 1 Marke
2022-11-08;2022;November;Di;Sperrgut 3 Marken
2022-11-15;2022;November;Di;Sperrgut ohne Marke
2022-11-02;2022;November;Mi;Sperrgut 5 Marken
2022-11-23;2022;November;Mi;Sperrgut ohne Marke
2022-11-24;2022;November;Do;Sperrgut 3 Marken
2022-11-02;2022;November;Mi;Sperrgut 4 Marken
2022-11-10;2022;November;Do;Sperrgut 2 Marken
2022-11-16;2022;November;Mi;Sperrgut 2 Marken
2022-11-17;2022;November;Do;Sperrgut 1 Marke
2022-11-17;2022;November;Do;Sperrgut 2 Marken
2022-11-02;2022;November;Mi;Sperrgut 3 Marken
2022-11-03;2022;November;Do;Sperrgut 1 Marke
2022-11-04;2022;November;Fr;Sperrgut 3 Marken
2022-11-07;2022;November;Mo;Sperrgut 4 Marken
2022-11-08;2022;November;Di;Sperrgut 1 Marke
2022-11-11;2022;November;Fr;Sperrgut 2 Marken
2020-01-21;2020;Januar;Di;Sperrgut 6 Marken
2020-01-31;2020;Januar;Fr;Sperrgut 6 Marken
2020-01-03;2020;Januar;Fr;Sperrgut ohne Marke
2020-01-08;2020;Januar;Mi;Sperrgut 4 Marken
2020-01-10;2020;Januar;Fr;Sperrgut 3 Marken
2020-01-13;2020;Januar;Mo;Sperrgut > 6 Marken
2020-01-16;2020;Januar;Do;Sperrgut 3 Marken
2020-01-17;2020;Januar;Fr;Sperrgut > 6 Marken
2020-01-22;2020;Januar;Mi;Sperrgut > 6 Marken
2020-01-06;2020;Januar;Mo;Sperrgut 3 Marken
2020-01-07;2020;Januar;Di;Sperrgut 1 Marke
2020-01-08;2020;Januar;Mi;Sperrgut 6 Marken
2020-01-10;2020;Januar;Fr;Sperrgut 2 Marken
2020-01-13;2020;Januar;Mo;Sperrgut 1 Marke
2020-01-14;2020;Januar;Di;Sperrgut 5 Marken
2020-01-14;2020;Januar;Di;Sperrgut 2 Marken
2020-01-17;2020;Januar;Fr;Sperrgut 2 Marken
2020-01-20;2020;Januar;Mo;Sperrgut 6 Marken
2020-01-23;2020;Januar;Do;Sperrgut 1 Marke
2020-01-24;2020;Januar;Fr;Sperrgut 3 Marken
2020-01-24;2020;Januar;Fr;Sperrgut 5 Marken
2020-01-24;2020;Januar;Fr;Sperrgut 4 Marken
2020-01-28;2020;Januar;Di;Sperrgut 5 Marken
2020-01-29;2020;Januar;Mi;Sperrgut 3 Marken
2020-01-30;2020;Januar;Do;Sperrgut 3 Marken
2020-01-31;2020;Januar;Fr;Sperrgut 1 Marke
2020-01-31;2020;Januar;Fr;Sperrgut 3 Marken
2020-01-02;2020;Januar;Do;Sperrgut 3 Marken
2020-02-04;2020;Februar;Di;Sperrgut 5 Marken
2020-02-19;2020;Februar;Mi;Sperrgut 6 Marken
2020-02-24;2020;Februar;Mo;Sperrgut > 6 Marken
2020-02-25;2020;Februar;Di;Sperrgut 5 Marken
2020-02-26;2020;Februar;Mi;Sperrgut 4 Marken
2020-02-27;2020;Februar;Do;Sperrgut > 6 Marken
2020-02-27;2020;Februar;Do;Sperrgut 3 Marken
2020-02-28;2020;Februar;Fr;Sperrgut > 6 Marken
2020-02-12;2020;Februar;Mi;Sperrgut 2 Marken
2020-02-19;2020;Februar;Mi;Sperrgut > 6 Marken
2020-02-06;2020;Februar;Do;Sperrgut 2 Marken
2020-02-17;2020;Februar;Mo;Sperrgut 1 Marke
2020-02-18;2020;Februar;Di;Sperrgut 2 Marken
2020-02-21;2020;Februar;Fr;Sperrgut 2 Marken
2020-02-24;2020;Februar;Mo;Sperrgut 5 Marken
2020-02-26;2020;Februar;Mi;Sperrgut 1 Marke
2020-02-27;2020;Februar;Do;Sperrgut 1 Marke
2020-03-02;2020;März;Mo;Sperrgut ohne Marke
2020-03-04;2020;März;Mi;Sperrgut 4 Marken
2020-03-18;2020;März;Mi;Sperrgut ohne Marke
2020-03-19;2020;März;Do;Sperrgut ohne Marke
2020-03-11;2020;März;Mi;Sperrgut 1 Marke
2020-03-18;2020;März;Mi;Sperrgut 4 Marken
2020-03-20;2020;März;Fr;Sperrgut 6 Marken
2020-03-25;2020;März;Mi;Sperrgut 4 Marken
2020-03-23;2020;März;Mo;Sperrgut 1 Marke
2020-03-06;2020;März;Fr;Sperrgut 3 Marken
2020-03-10;2020;März;Di;Sperrgut 2 Marken
2020-03-12;2020;März;Do;Sperrgut 4 Marken
2020-03-12;2020;März;Do;Sperrgut 1 Marke
2020-03-12;2020;März;Do;Sperrgut 2 Marken
2020-03-13;2020;März;Fr;Sperrgut 1 Marke
2020-03-18;2020;März;Mi;Sperrgut 1 Marke
2020-03-25;2020;März;Mi;Sperrgut 1 Marke
2020-03-26;2020;März;Do;Sperrgut 1 Marke
2020-03-26;2020;März;Do;Sperrgut 2 Marken
2020-03-27;2020;März;Fr;Sperrgut 4 Marken
2020-03-27;2020;März;Fr;Sperrgut 6 Marken
2020-04-01;2020;April;Mi;
2020-04-08;2020;April;Mi;Sperrgut 1 Marke
2020-04-09;2020;April;Do;Sperrgut ohne Marke
2020-04-16;2020;April;Do;Sperrgut ohne Marke
2020-04-16;2020;April;Do;Sperrgut > 6 Marken
2020-04-17;2020;April;Fr;Sperrgut > 6 Marken
2020-04-23;2020;April;Do;Sperrgut ohne Marke
2020-04-24;2020;April;Fr;Sperrgut ohne Marke
2020-04-29;2020;April;Mi;Sperrgut 4 Marken
2020-04-08;2020;April;Mi;Sperrgut 3 Marken
2020-04-20;2020;April;Mo;Sperrgut 4 Marken
2020-04-22;2020;April;Mi;Sperrgut 5 Marken
2020-04-01;2020;April;Mi;Sperrgut 1 Marke
2020-04-02;2020;April;Do;Sperrgut 4 Marken
2020-04-03;2020;April;Fr;Sperrgut 1 Marke
2020-04-09;2020;April;Do;Sperrgut 3 Marken
2020-04-11;2020;April;Sa;Sperrgut 2 Marken
2020-04-16;2020;April;Do;Sperrgut 2 Marken
2020-04-17;2020;April;Fr;Sperrgut 4 Marken
2020-04-22;2020;April;Mi;Sperrgut 2 Marken
2020-04-24;2020;April;Fr;Sperrgut 1 Marke
2020-04-27;2020;April;Mo;Sperrgut 4 Marken
2020-04-27;2020;April;Mo;Sperrgut 6 Marken
2020-05-19;2020;Mai;Di;Sperrgut 6 Marken
2020-05-26;2020;Mai;Di;Sperrgut 4 Marken
2020-05-29;2020;Mai;Fr;Sperrgut ohne Marke
2020-05-18;2020;Mai;Mo;Sperrgut ohne Marke
2020-05-20;2020;Mai;Mi;Sperrgut 4 Marken
2020-05-26;2020;Mai;Di;Sperrgut 6 Marken
2020-05-28;2020;Mai;Do;Sperrgut 6 Marken
2020-05-07;2020;Mai;Do;Sperrgut 5 Marken
2020-05-12;2020;Mai;Di;Sperrgut 3 Marken
2020-05-13;2020;Mai;Mi;Sperrgut 2 Marken
2020-05-19;2020;Mai;Di;Sperrgut 2 Marken
2020-05-27;2020;Mai;Mi;Sperrgut 2 Marken
2020-05-27;2020;Mai;Mi;Sperrgut 5 Marken
2020-05-28;2020;Mai;Do;Sperrgut 1 Marke
2020-05-29;2020;Mai;Fr;Sperrgut 1 Marke
2020-05-04;2020;Mai;Mo;Sperrgut 1 Marke
2020-05-25;2020;Mai;Mo;Sperrgut 3 Marken
2020-06-11;2020;Juni;Do;Sperrgut 5 Marken
2020-06-12;2020;Juni;Fr;Sperrgut 5 Marken
2020-06-02;2020;Juni;Di;Sperrgut 4 Marken
2020-06-17;2020;Juni;Mi;Sperrgut 5 Marken
2020-06-25;2020;Juni;Do;Sperrgut > 6 Marken
2020-06-26;2020;Juni;Fr;Sperrgut 5 Marken
2020-06-26;2020;Juni;Fr;Sperrgut > 6 Marken
2020-06-04;2020;Juni;Do;Sperrgut 2 Marken
2020-06-05;2020;Juni;Fr;Sperrgut 3 Marken
2020-06-12;2020;Juni;Fr;Sperrgut 3 Marken
2020-06-15;2020;Juni;Mo;Sperrgut 5 Marken
2020-06-16;2020;Juni;Di;Sperrgut 4 Marken
2020-06-17;2020;Juni;Mi;Sperrgut 1 Marke
2020-06-19;2020;Juni;Fr;Sperrgut 1 Marke
2020-06-22;2020;Juni;Mo;Sperrgut 1 Marke
2020-06-22;2020;Juni;Mo;Sperrgut 3 Marken
2020-06-23;2020;Juni;Di;Sperrgut 3 Marken
2020-06-25;2020;Juni;Do;Sperrgut 2 Marken
2020-06-26;2020;Juni;Fr;Sperrgut 1 Marke
2020-06-26;2020;Juni;Fr;Sperrgut 2 Marken
2020-06-26;2020;Juni;Fr;Sperrgut 3 Marken
2020-06-26;2020;Juni;Fr;Sperrgut 4 Marken
2020-06-29;2020;Juni;Mo;Sperrgut 2 Marken
2020-06-30;2020;Juni;Di;Sperrgut 2 Marken
2020-06-08;2020;Juni;Mo;Sperrgut 4 Marken
2020-06-09;2020;Juni;Di;Sperrgut 1 Marke
2020-07-01;2020;Juli;Mi;Sperrgut 6 Marken
2020-07-03;2020;Juli;Fr;Sperrgut > 6 Marken
2020-07-03;2020;Juli;Fr;Sperrgut ohne Marke
2020-07-06;2020;Juli;Mo;Sperrgut > 6 Marken
2020-07-09;2020;Juli;Do;Sperrgut 1 Marke
2020-07-13;2020;Juli;Mo;Sperrgut ohne Marke
2020-07-14;2020;Juli;Di;Sperrgut > 6 Marken
2020-07-17;2020;Juli;Fr;Sperrgut > 6 Marken
2020-07-20;2020;Juli;Mo;Sperrgut > 6 Marken
2020-07-31;2020;Juli;Fr;Sperrgut 4 Marken
2020-07-07;2020;Juli;Di;Sperrgut 5 Marken
2020-07-08;2020;Juli;Mi;Sperrgut 2 Marken
2020-07-20;2020;Juli;Mo;Sperrgut 1 Marke
2020-07-28;2020;Juli;Di;Sperrgut 4 Marken
2020-07-31;2020;Juli;Fr;Sperrgut 1 Marke
2020-07-03;2020;Juli;Fr;Sperrgut 2 Marken
2020-07-15;2020;Juli;Mi;Sperrgut 3 Marken
2020-07-16;2020;Juli;Do;Sperrgut 6 Marken
2020-07-22;2020;Juli;Mi;Sperrgut 2 Marken
2020-07-23;2020;Juli;Do;Sperrgut 5 Marken
2020-07-28;2020;Juli;Di;Sperrgut 1 Marke
2020-07-29;2020;Juli;Mi;Sperrgut 1 Marke
2020-07-10;2020;Juli;Fr;Sperrgut 4 Marken
2020-08-07;2020;August;Fr;Sperrgut ohne Marke
2020-08-18;2020;August;Di;Sperrgut 4 Marken
2020-08-20;2020;August;Do;Sperrgut ohne Marke
2020-08-26;2020;August;Mi;Sperrgut 4 Marken
2020-08-03;2020;August;Mo;Sperrgut 5 Marken
2020-08-10;2020;August;Mo;Sperrgut ohne Marke
2020-08-31;2020;August;Mo;Sperrgut 4 Marken
2020-08-06;2020;August;Do;Sperrgut 1 Marke
2020-08-10;2020;August;Mo;Sperrgut 1 Marke
2020-08-17;2020;August;Mo;Sperrgut 4 Marken
2020-08-05;2020;August;Mi;Sperrgut 2 Marken
2020-08-05;2020;August;Mi;Sperrgut 1 Marke
2020-08-12;2020;August;Mi;Sperrgut 2 Marken
2020-08-27;2020;August;Do;Sperrgut 5 Marken
2020-08-27;2020;August;Do;Sperrgut 3 Marken
2020-08-27;2020;August;Do;Sperrgut 1 Marke
2020-09-15;2020;September;Di;Sperrgut 2 Marken
2020-09-30;2020;September;Mi;Sperrgut ohne Marke
2020-09-04;2020;September;Fr;Sperrgut ohne Marke
2020-09-07;2020;September;Mo;Sperrgut 4 Marken
2020-09-11;2020;September;Fr;Sperrgut 2 Marken
2020-09-29;2020;September;Di;Sperrgut 5 Marken
2020-09-17;2020;September;Do;Sperrgut 4 Marken
2020-09-03;2020;September;Do;Sperrgut 3 Marken
2020-09-03;2020;September;Do;Sperrgut 1 Marke
2020-09-10;2020;September;Do;Sperrgut 3 Marken
2020-09-10;2020;September;Do;Sperrgut ohne Marke
2020-09-14;2020;September;Mo;Sperrgut 5 Marken
2020-09-14;2020;September;Mo;Sperrgut 4 Marken
2020-09-24;2020;September;Do;Sperrgut 2 Marken
2020-09-28;2020;September;Mo;Sperrgut 2 Marken
2020-09-30;2020;September;Mi;Sperrgut 5 Marken
